city,geo_location,working_age_population,employed_population,unemployed_population,employment_rate,avg_annual_income,median_annual_income
Mecca,"21.382338948038136, 39.79848262353901",3216,2575,641,80.1,57195.35,88903.66
Mecca,"21.38210367050714, 39.801811552298346",1458,1019,439,69.9,36898.16,89855.12
Mecca,"21.38347678919487, 39.807715425104604",1296,825,471,63.7,114466.1,43415.45
Mecca,"21.382073932703083, 39.80886553855951",1181,920,261,77.9,100263.32,50188.86
Mecca,"21.383270127682184, 39.8142316733377",1356,931,425,68.7,104196.08,94562.88
Mecca,"21.385239761424867, 39.816765214143096",3623,2654,969,73.3,66584.77,65707.32
Mecca,"21.382465328146434, 39.818402104432366",1310,862,448,65.8,66212.32,35647.16
Mecca,"21.382109803645697, 39.82224326598726",2744,1701,1043,62.0,55887.09,46942.31
Mecca,"21.382051099508075, 39.824723260135684",3908,2974,934,76.1,51813.89,89001.31
Mecca,"21.383469873690405, 39.82909724530713",2250,2049,201,91.1,103515.55,62829.73
Mecca,"21.385230513057746, 39.833546769200524",916,861,55,94.0,102485.55,84743.1
Mecca,"21.384123002904975, 39.8351717846385",2154,1450,704,67.3,46736.15,36398.67
Mecca,"21.384807178122383, 39.83996351477809",3459,2888,571,83.5,52467.91,35112.76
Mecca,"21.384824212273326, 39.84362959021184",2178,1503,675,69.0,89143.94,37947.99
Mecca,"21.383210921113054, 39.84642854185921",910,749,161,82.4,37360.28,30810.62
Mecca,"21.382070788014893, 39.84820550686873",1219,837,382,68.7,69170.96,70814.03
Mecca,"21.385097587720406, 39.8532442500824",1016,888,128,87.4,65640.87,39001.64
Mecca,"21.38462179591453, 39.85626949643567",1108,1043,65,94.2,61289.82,41476.51
Mecca,"21.381629662014355, 39.860517782827806",2536,2217,319,87.4,72207.8,99043.3
Mecca,"21.381547769630505, 39.86193012367122",1800,1551,249,86.2,66070.68,44011.65
Mecca,"21.383584691721673, 39.86588200871404",1887,1574,313,83.4,61856.85,59709.41
Mecca,"21.385309005824173, 39.86847380624884",1306,1164,142,89.1,44236.76,77979.36
Mecca,"21.384391107114638, 39.873758603938306",3536,3067,469,86.8,83524.41,72777.68
Mecca,"21.384496296652706, 39.875569415214926",1906,1633,273,85.7,70112.4,79124.35
Mecca,"21.383423623473853, 39.87980205785955",2987,2079,908,69.6,105297.64,52020.85
Mecca,"21.38310421734941, 39.88477399999664",2596,2251,345,86.7,119724.59,52171.12
Mecca,"21.3852934583752, 39.88588818764394",1431,1059,372,74.1,45816.45,74880.9
Mecca,"21.383817442617623, 39.89043852364898",2310,1434,876,62.1,44049.64,89606.01
Mecca,"21.38429369055527, 39.89512369413463",3177,2814,363,88.6,90837.23,97724.09
Mecca,"21.382164484956625, 39.89551076744789",1549,1362,187,88.0,46353.14,54313.62
Mecca,"21.3839750458821, 39.898628228373525",2317,1871,446,80.8,105165.56,65782.33
Mecca,"21.38536192085997, 39.7983002594756",3641,2447,1194,67.2,91921.36,95306.55
Mecca,"21.384677369557078, 39.8031353481518",2165,1962,203,90.7,49568.56,66251.01
Mecca,"21.387041911447145, 39.80583170382279",2176,1326,850,61.0,103498.53,52130.66
Mecca,"21.385592571604892, 39.810827823319514",2836,2412,424,85.1,78220.82,71013.65
Mecca,"21.387478616899042, 39.81314945863896",3382,3001,381,88.7,103705.09,55249.85
Mecca,"21.387416206346952, 39.81836231084459",2007,1844,163,91.9,65440.93,49634.91
Mecca,"21.387817978773253, 39.82050023202866",3672,2811,861,76.6,76535.84,47717.84
Mecca,"21.38731139883808, 39.82506800716711",3989,3663,326,91.8,83066.97,48518.03
Mecca,"21.386367222531085, 39.8268449161815",3205,2198,1007,68.6,61020.13,49761.82
Mecca,"21.387257205560278, 39.83163364578085",1016,626,390,61.7,35740.27,69781.0
Mecca,"21.387973191305267, 39.83161897268075",2893,2671,222,92.3,68164.84,68243.57
Mecca,"21.38533035782355, 39.83589711391712",1315,1230,85,93.6,92085.63,55490.81
Mecca,"21.387662497554945, 39.840276828197275",2295,2021,274,88.1,77231.32,71558.49
Mecca,"21.38582110901989, 39.841830747966036",3103,2243,860,72.3,90384.91,50317.75
Mecca,"21.387421378631515, 39.84746560140657",2355,1430,925,60.7,43557.45,38489.84
Mecca,"21.388437371629642, 39.85000188870847",1841,1120,721,60.9,48358.6,55232.3
Mecca,"21.38664184754405, 39.85165510074093",2250,1925,325,85.6,86259.44,33046.64
Mecca,"21.384826109803402, 39.8563947813233",3895,2928,967,75.2,83747.9,99414.96
Mecca,"21.3859559530001, 39.859001471609645",1711,1111,600,64.9,88739.82,47701.06
Mecca,"21.38503197421319, 39.8651809777421",927,699,228,75.4,47182.53,96653.94
Mecca,"21.38801050112229, 39.86696746310355",2276,1898,378,83.4,110884.24,37290.7
Mecca,"21.38846981177789, 39.87199828966751",2753,1937,816,70.4,45571.89,57596.93
Mecca,"21.38735579300388, 39.8724113774372",1032,697,335,67.6,66597.3,75435.94
Mecca,"21.384827593359244, 39.877691741988315",1746,1505,241,86.2,118175.0,84389.06
Mecca,"21.386548669959673, 39.88060603795773",2017,1384,633,68.6,88942.82,65596.09
Mecca,"21.388330957818372, 39.882059289922225",2975,2054,921,69.1,57732.19,40818.84
Mecca,"21.387007985167777, 39.88720580554448",3080,2465,615,80.1,48200.0,94725.3
Mecca,"21.386633569875432, 39.88836496962518",2550,1611,939,63.2,107348.88,71407.12
Mecca,"21.386058510891846, 39.89266656690799",1883,1505,378,79.9,96702.24,53528.63
Mecca,"21.387347200704752, 39.89809759904427",2054,1666,388,81.2,98618.82,54804.09
Mecca,"21.385985881320984, 39.90077469469593",3352,2426,926,72.4,73795.6,65495.18
Mecca,"21.389152871181448, 39.80178077415825",1275,842,433,66.1,96636.61,80795.35
Mecca,"21.39125426413895, 39.80353371976921",2819,2391,428,84.8,59471.23,80951.61
Mecca,"21.389819303634408, 39.80592473529534",3498,3079,419,88.0,72353.16,37452.93
Mecca,"21.389293095145103, 39.81188073890723",1736,1122,614,64.6,47330.59,77794.26
Mecca,"21.389616700228004, 39.81339171834265",896,588,308,65.6,85974.61,44606.8
Mecca,"21.391952476859128, 39.817297308212595",3526,3243,283,92.0,75442.75,37165.34
Mecca,"21.39017037437743, 39.819652990283195",2473,2278,195,92.1,58003.02,32127.95
Mecca,"21.38875033016558, 39.82278045076994",3529,2459,1070,69.7,38436.97,80988.07
Mecca,"21.391025772616224, 39.82716830163524",2395,1718,677,71.8,66159.57,35653.82
Mecca,"21.391039962144244, 39.8288142329534",3062,2242,820,73.2,77894.48,96990.12
Mecca,"21.390196878556342, 39.83504402437671",865,625,240,72.3,114706.48,79514.46
Mecca,"21.38975246438029, 39.837459666783154",1337,1051,286,78.6,86263.59,32650.27
Mecca,"21.38848570433345, 39.84189258726328",3974,3288,686,82.7,92729.53,53695.7
Mecca,"21.390435486668327, 39.84229052318265",2260,1490,770,65.9,115436.44,66812.21
Mecca,"21.388633512655222, 39.846870022694674",3741,3485,256,93.2,72600.04,95187.69
Mecca,"21.390209005636216, 39.84837283680512",2520,1944,576,77.2,102540.11,42779.23
Mecca,"21.391969028557583, 39.85498505284727",3359,2262,1097,67.4,94433.01,45191.61
Mecca,"21.389845791576715, 39.85513653126302",3880,2639,1241,68.0,89293.85,91617.17
Mecca,"21.391328572695077, 39.85999350201883",1592,1362,230,85.6,46321.47,60832.61
Mecca,"21.390866413303968, 39.86336882139361",1684,1368,316,81.3,100427.61,70492.75
Mecca,"21.389093699586855, 39.86800556244897",1126,1000,126,88.9,64300.57,32874.5
Mecca,"21.391920978530415, 39.8689749236243",1365,1000,365,73.3,76625.95,82961.32
Mecca,"21.390205060307522, 39.872867677386324",1077,743,334,69.0,110992.87,73864.83
Mecca,"21.391687472599727, 39.876699630233034",3654,2859,795,78.3,116295.13,69847.56
Mecca,"21.391517305020585, 39.88145610773771",2367,2224,143,94.0,113747.81,54028.64
Mecca,"21.38910498961129, 39.88449335806135",2834,1768,1066,62.4,111721.33,63348.19
Mecca,"21.389659769694205, 39.888403660241394",1256,1179,77,93.9,65268.19,30301.1
Mecca,"21.39003095070324, 39.89128219789274",3125,2486,639,79.6,40566.93,61722.32
Mecca,"21.38913135593313, 39.89252755673242",924,769,155,83.3,83309.28,55294.59
Mecca,"21.390347750889656, 39.898662275999584",2750,2249,501,81.8,106510.21,62695.09
Mecca,"21.389958561386624, 39.89859438167353",1732,1103,629,63.7,46065.2,63343.4
Mecca,"21.39348765564415, 39.79938049576677",1589,1447,142,91.1,58388.35,35994.45
Mecca,"21.39354100300162, 39.803507053585164",2075,1620,455,78.1,39392.06,98509.34
Mecca,"21.3931547118008, 39.80595377606758",1454,1220,234,84.0,73578.82,93871.43
Mecca,"21.392087942828162, 39.81078999371048",2328,1891,437,81.2,105503.8,78770.53
Mecca,"21.393620523901273, 39.81226758311757",2952,1925,1027,65.2,81249.41,31297.61
Mecca,"21.39443551123373, 39.81484125586305",3288,2040,1248,62.1,47813.18,31926.34
Mecca,"21.394312153939595, 39.8208209115241",3483,2855,628,82.0,42258.28,40963.55
Mecca,"21.394578968943595, 39.822877648343294",3885,2495,1390,64.2,84669.17,82680.92
Mecca,"21.393988088651273, 39.8279496568735",1943,1401,542,72.2,55851.42,99717.63
Mecca,"21.395256605887973, 39.82998131459846",3665,2613,1052,71.3,70149.77,32646.18
Mecca,"21.391481411778717, 39.83334249793386",1760,1185,575,67.3,104093.08,86748.37
Mecca,"21.393694055050574, 39.838145467920114",3993,3644,349,91.3,78868.02,62519.11
Mecca,"21.39483009482955, 39.83976122483908",2236,1431,805,64.0,65666.17,85269.19
Mecca,"21.393437137680564, 39.843161045631234",921,616,305,66.9,51712.04,87333.59
Mecca,"21.39422310864362, 39.84630658114565",3056,2395,661,78.4,39818.4,60376.41
Mecca,"21.393952458639045, 39.84861744487508",812,738,74,91.0,59055.8,34692.63
Mecca,"21.393211295737274, 39.85521014785563",2177,1315,862,60.4,116153.21,81397.16
Mecca,"21.39268757826954, 39.85743748506101",1298,1208,90,93.1,114284.18,33295.55
Mecca,"21.393932679943653, 39.8614070611694",2902,2376,526,81.9,70971.74,75473.82
Mecca,"21.394742698679597, 39.864770702070004",2912,2461,451,84.5,76190.51,53847.26
Mecca,"21.392853370923426, 39.8659333112824",3016,2166,850,71.8,119225.8,71139.07
Mecca,"21.394208203034225, 39.871037607237334",3155,2724,431,86.4,60811.17,33016.59
Mecca,"21.39482286540293, 39.87147692973269",3333,2966,367,89.0,72207.74,93087.98
Mecca,"21.39160701632206, 39.877191310734084",2400,1786,614,74.4,59757.75,57534.23
Mecca,"21.395017049728455, 39.88198970369182",2624,1737,887,66.2,71486.13,53738.17
Mecca,"21.394320398800286, 39.88306921922103",3012,2767,245,91.9,59482.77,78285.91
Mecca,"21.391727105838868, 39.887201657981784",961,680,281,70.8,117249.94,45817.58
Mecca,"21.394823650263763, 39.889774714206645",3066,2129,937,69.5,91281.05,93931.32
Mecca,"21.394109337984506, 39.89494702958153",3593,3356,237,93.4,57036.28,58095.63
Mecca,"21.391517297208043, 39.89785124052732",1234,950,284,77.0,67815.61,76367.93
Mecca,"21.392506804437197, 39.8994993643591",2011,1632,379,81.2,52101.16,70179.6
Mecca,"21.395248945849467, 39.80012466527259",1973,1257,716,63.7,101649.49,94501.65
Mecca,"21.39693037891433, 39.80450341122885",3728,3218,510,86.3,67101.04,47948.68
Mecca,"21.39534660126294, 39.804982540069304",937,707,230,75.5,111024.57,69182.09
Mecca,"21.39815002506125, 39.81047884147414",3646,2722,924,74.7,78413.16,88376.66
Mecca,"21.395629985834095, 39.814984649397424",3652,3339,313,91.4,115487.66,67302.89
Mecca,"21.395239137547183, 39.816511266320084",2628,1825,803,69.5,41406.99,82600.69
Mecca,"21.395682576024324, 39.81902130683264",1023,755,268,73.8,103938.94,60572.8
Mecca,"21.394704256392487, 39.82455186564123",3425,2236,1189,65.3,71447.27,96473.22
Mecca,"21.398271504361063, 39.827377110209454",2864,2167,697,75.7,55072.76,70534.46
Mecca,"21.395298569154956, 39.829766919134414",3003,2444,559,81.4,61947.64,61815.98
Mecca,"21.39604892916444, 39.833683620153835",1014,634,380,62.5,48609.15,70249.37
Mecca,"21.39722242147611, 39.83636390242051",1248,937,311,75.1,57607.44,77305.2
Mecca,"21.3956670595643, 39.841381215700565",3247,2540,707,78.3,47513.68,92569.72
Mecca,"21.395463534663104, 39.8428721063292",1811,1711,100,94.5,72275.88,31021.3
Mecca,"21.396599498910906, 39.845615489474376",2603,1564,1039,60.1,38338.59,73978.63
Mecca,"21.396954357436073, 39.850299247720706",1622,1194,428,73.6,40803.14,65627.26
Mecca,"21.398637434841177, 39.85251425634886",2631,1922,709,73.1,101841.3,42490.4
Mecca,"21.398578444604976, 39.85729958593038",2569,2350,219,91.5,111735.16,39769.32
Mecca,"21.39576458818738, 39.86026371606782",1005,896,109,89.2,100743.72,95833.18
Mecca,"21.397409864637606, 39.86431200869799",1703,1420,283,83.4,115626.7,41132.48
Mecca,"21.394862843669774, 39.86709229263897",1653,1549,104,93.7,100986.73,38246.69
Mecca,"21.396653575812763, 39.871616621163575",2291,1686,605,73.6,76120.22,42921.39
Mecca,"21.395811443272503, 39.87452877381136",1096,716,380,65.4,56179.29,31880.48
Mecca,"21.397094926659324, 39.876075950490005",3996,2875,1121,71.9,91077.2,90376.59
Mecca,"21.397213138178692, 39.880483564652515",2229,1951,278,87.6,44786.81,46388.99
Mecca,"21.397377724501162, 39.884217046840014",3690,2607,1083,70.7,63935.63,57185.2
Mecca,"21.397303392827936, 39.888020015134515",880,530,350,60.2,80870.43,80678.4
Mecca,"21.397179659081417, 39.89161361481629",803,727,76,90.6,63359.77,64377.38
Mecca,"21.39725202910223, 39.89256906486914",3002,2024,978,67.5,90535.89,33232.44
Mecca,"21.39642995942732, 39.896984961888144",1641,1002,639,61.1,111659.3,48806.74
Mecca,"21.397596105738426, 39.89836053350298",1807,1603,204,88.8,69481.3,75796.52
Mecca,"21.399180441806514, 39.80098992345975",1312,1057,255,80.6,62470.07,81259.34
Mecca,"21.398702560281777, 39.801861972524314",2995,2076,919,69.3,110652.14,72144.45
Mecca,"21.400157631035935, 39.80855262499151",2617,2363,254,90.3,103229.6,87145.7
Mecca,"21.40012340949481, 39.81165394789792",913,783,130,85.8,103107.79,59833.31
Mecca,"21.40132189047827, 39.812361213671586",901,697,204,77.5,114784.52,36951.92
Mecca,"21.401298759250167, 39.81659405798616",1938,1696,242,87.6,56039.25,61159.78
Mecca,"21.401225953975175, 39.82098623740287",1008,881,127,87.4,97326.73,35554.14
Mecca,"21.399354861015205, 39.82179401216313",3505,2701,804,77.1,61254.13,96504.21
Mecca,"21.401851573171474, 39.82522969472669",1606,1181,425,73.6,72203.05,76222.23
Mecca,"21.40186600083785, 39.83144056238759",3408,3029,379,88.9,111774.04,46685.31
Mecca,"21.4008968668483, 39.835253102304456",3677,2796,881,76.0,50848.98,35553.5
Mecca,"21.401869078989197, 39.83788501724275",2265,2066,199,91.2,95169.2,85999.35
Mecca,"21.39946310019762, 39.841162727874355",825,708,117,85.9,56672.17,56225.94
Mecca,"21.3980556746204, 39.84347962256641",2854,2149,705,75.3,45364.82,40446.85
Mecca,"21.399819144110936, 39.84735798019416",3914,3087,827,78.9,77455.15,34694.8
Mecca,"21.400689363189404, 39.850338240366604",1497,1154,343,77.1,65731.55,46370.66
Mecca,"21.401289669204907, 39.85509450090045",1060,729,331,68.8,96692.4,72305.34
Mecca,"21.398433384408797, 39.85560195427551",2850,2178,672,76.5,70552.51,79616.14
Mecca,"21.398100098598583, 39.86153693938086",3610,2888,722,80.0,41983.41,41272.33
Mecca,"21.400245629529, 39.8649943569683",1639,1392,247,85.0,83980.55,70966.18
Mecca,"21.398885468800295, 39.86491953483131",2946,2692,254,91.4,104460.99,41145.05
Mecca,"21.40129542140556, 39.87163755055371",2086,1662,424,79.7,37023.88,62271.82
Mecca,"21.399208760698116, 39.87296651675651",1303,878,425,67.4,117436.34,76327.2
Mecca,"21.398559108050026, 39.878451712798196",827,579,248,70.1,58213.87,65801.94
Mecca,"21.39921745833742, 39.879970498475906",3997,2889,1108,72.3,73537.24,85654.81
Mecca,"21.398388767994486, 39.884882370567446",1091,793,298,72.7,105348.41,48614.3
Mecca,"21.398542656194824, 39.88648124169422",3806,3549,257,93.3,90241.8,56590.94
Mecca,"21.400681944875398, 39.89097256048609",828,582,246,70.4,70503.63,71236.76
Mecca,"21.401783896343115, 39.89300984034699",1744,1398,346,80.2,110815.16,58130.86
Mecca,"21.40096907605906, 39.895284758276304",3825,2710,1115,70.9,72414.55,58047.01
Mecca,"21.399659538109745, 39.89839608653884",3533,3289,244,93.1,98906.01,57964.9
Mecca,"21.403290721484492, 39.799632463542785",2325,2059,266,88.6,96164.02,56940.68
Mecca,"21.405139419434857, 39.80146419848075",1830,1405,425,76.8,68494.16,69349.71
Mecca,"21.40281545316827, 39.80644019901091",1314,792,522,60.3,92053.21,94982.79
Mecca,"21.405135554012737, 39.81142180077322",3424,2221,1203,64.9,72042.18,53067.26
Mecca,"21.401730751831757, 39.81407605439526",2113,1953,160,92.4,41001.82,55462.97
Mecca,"21.40351119677926, 39.81857803678447",1977,1582,395,80.1,80669.34,64657.55
Mecca,"21.402768028698183, 39.819592558570974",1350,1090,260,80.8,77608.74,99724.77
Mecca,"21.402092567581978, 39.821821972209676",2717,1973,744,72.6,97934.05,39922.02
Mecca,"21.404725466087186, 39.82648553614094",820,615,205,75.1,93389.82,68780.74
Mecca,"21.40398440828558, 39.830566817868934",3635,2232,1403,61.4,110684.95,41911.74
Mecca,"21.40372191717141, 39.83141876315227",2996,2287,709,76.4,92752.28,75174.83
Mecca,"21.40448051169515, 39.835640942255324",2568,2246,322,87.5,58428.49,34319.24
Mecca,"21.401837028874564, 39.840258311903625",2761,1791,970,64.9,70265.27,97206.49
Mecca,"21.40160777394463, 39.84439396283689",1628,1309,319,80.4,55889.09,86007.03
Mecca,"21.40216196281472, 39.84553047207434",1159,799,360,69.0,39726.83,36227.34
Mecca,"21.40481211504041, 39.84931423821372",3652,2433,1219,66.6,83167.0,92842.87
Mecca,"21.401923550053098, 39.85493545747586",1790,1588,202,88.7,111231.21,37594.6
Mecca,"21.401344675539253, 39.858100291172185",1258,1107,151,88.0,78206.37,76800.87
Mecca,"21.401912085254615, 39.858519968525776",2440,1766,674,72.4,77650.24,52636.83
Mecca,"21.402335950120246, 39.862031321816936",2942,2278,664,77.4,66580.11,78757.07
Mecca,"21.403977563903723, 39.864769787265814",2256,1474,782,65.4,68379.11,54052.2
Mecca,"21.401392774642254, 39.87115993865694",1932,1289,643,66.8,86732.09,95548.19
Mecca,"21.402285059757695, 39.87262841918118",2219,1684,535,75.9,116064.38,44778.46
Mecca,"21.40203031813896, 39.87487626273811",1098,1019,79,92.8,116399.9,91578.64
Mecca,"21.40430020556115, 39.880104342106385",1618,1338,280,82.8,73783.51,94779.98
Mecca,"21.404315994433468, 39.88323831719502",3489,2388,1101,68.5,64673.29,57819.17
Mecca,"21.40444540149059, 39.8867196184971",2537,2333,204,92.0,71722.23,91373.76
Mecca,"21.40176954937335, 39.89001535475914",3491,3300,191,94.5,103670.26,67982.64
Mecca,"21.405114995905212, 39.89150679348093",3155,2285,870,72.4,110244.19,67603.87
Mecca,"21.404466241317255, 39.89813459029771",3520,2420,1100,68.8,74437.9,67371.93
Mecca,"21.403419138192184, 39.89983217008839",1376,983,393,71.4,93013.92,93277.05
Mecca,"21.408522771399156, 39.798243301629974",3636,2337,1299,64.3,87251.87,70820.79
Mecca,"21.40658259431066, 39.802939802351375",1254,1092,162,87.1,112870.82,60251.55
Mecca,"21.407411056650915, 39.80662774208324",1880,1694,186,90.1,114413.08,51456.32
Mecca,"21.408305469983127, 39.80829396286306",2727,2037,690,74.7,115663.12,71433.78
Mecca,"21.40498982857631, 39.813766523027866",2411,2123,288,88.1,93140.33,67567.62
Mecca,"21.404929395599947, 39.8157667306649",1362,1022,340,75.1,108100.5,88555.7
Mecca,"21.40719897356387, 39.82019342573619",2787,2614,173,93.8,73893.82,60387.5
Mecca,"21.405967408439942, 39.825311844356776",3112,2658,454,85.4,86527.24,99062.23
Mecca,"21.40678889401639, 39.82648152833696",1170,1034,136,88.4,35333.59,75848.53
Mecca,"21.407088373832806, 39.828396713846715",2825,2499,326,88.5,86570.99,34068.98
Mecca,"21.40747378434085, 39.83474450428251",3340,2369,971,70.9,96225.33,77326.8
Mecca,"21.407270333326192, 39.83774251758709",1321,1179,142,89.3,50969.18,96857.53
Mecca,"21.407550026333297, 39.83886009226531",2660,1743,917,65.6,112784.09,38694.0
Mecca,"21.406472886330526, 39.84224730763079",2296,1889,407,82.3,83631.15,74373.81
Mecca,"21.406022393142006, 39.846480662278296",2241,1917,324,85.6,67528.72,87838.19
Mecca,"21.406330625267714, 39.8483803433571",3761,2612,1149,69.5,93533.38,40535.31
