city,geo_location,total_housing_units,avg_rooms,avg_bathrooms,avg_square_footage,avg_year_built,ownership_rate,occupancy_rate
Mecca,"21.379858833866415, 39.84710799348358",514,3.6,1.6,2496,2003,64.3,93.2
Mecca,"21.379515957216515, 39.84811479999107",1364,3.2,1.9,2247,1992,66.8,93.1
Mecca,"21.38140381134525, 39.85206069276196",819,4.4,2.1,1971,1984,78.6,85.6
Mecca,"21.378848479400723, 39.857857996093976",1326,4.0,1.9,1680,1983,60.6,95.7
Mecca,"21.37936135537266, 39.86152127991903",389,4.2,1.6,1209,2001,59.0,91.9
Mecca,"21.38080473500133, 39.862438407636354",1484,4.7,2.4,2216,2005,52.2,88.6
Mecca,"21.37804060445776, 39.86845891697777",302,4.2,1.7,1460,2000,41.4,93.3
Mecca,"21.378342451847836, 39.87088029865642",929,3.1,2.5,1026,2009,61.1,93.0
Mecca,"21.379954311387397, 39.874365991947265",683,5.7,2.7,1645,1990,42.0,97.4
Mecca,"21.380762437357788, 39.87725027826563",1330,5.6,2.0,834,2009,48.8,87.6
Mecca,"21.379963285340317, 39.88117173147253",1093,5.4,2.2,903,1976,59.7,86.8
Mecca,"21.378372213402223, 39.882219718935225",779,4.6,1.7,2123,2007,67.8,92.6
Mecca,"21.38076714862118, 39.88589149078718",512,5.4,1.7,1175,1980,68.1,91.8
Mecca,"21.38032622234133, 39.88989304195504",1448,4.5,1.9,1896,2009,40.7,94.9
Mecca,"21.380123687724584, 39.89303534858415",1165,3.5,1.9,1033,1975,73.1,86.1
Mecca,"21.380983741746856, 39.89598983185545",967,3.9,1.9,1900,1991,54.0,86.9
Mecca,"21.380811419768747, 39.899083665707906",911,5.3,2.5,831,1998,55.6,91.9
Mecca,"21.382338948038136, 39.79848262353901",307,4.5,1.9,1619,1997,73.8,91.4
Mecca,"21.38210367050714, 39.801811552298346",330,5.8,2.5,1369,1974,52.1,97.3
Mecca,"21.38347678919487, 39.807715425104604",1106,3.0,1.8,1639,1972,41.6,93.3
Mecca,"21.382073932703083, 39.80886553855951",911,3.0,2.0,835,1976,57.8,89.5
Mecca,"21.383270127682184, 39.8142316733377",1169,5.9,3.0,2303,1978,66.2,89.0
Mecca,"21.385239761424867, 39.816765214143096",1119,3.2,2.0,2201,1973,64.0,88.3
Mecca,"21.382465328146434, 39.818402104432366",469,5.7,2.3,1539,2005,57.1,90.7
Mecca,"21.382109803645697, 39.82224326598726",1085,3.9,2.8,2444,2003,70.9,87.6
Mecca,"21.382051099508075, 39.824723260135684",795,3.6,3.0,859,1981,69.8,90.3
Mecca,"21.383469873690405, 39.82909724530713",1026,3.6,2.8,2328,1996,40.1,91.8
Mecca,"21.385230513057746, 39.833546769200524",368,3.2,2.0,992,1991,75.3,85.7
Mecca,"21.384123002904975, 39.8351717846385",635,4.4,2.7,2313,1975,72.0,91.0
Mecca,"21.384807178122383, 39.83996351477809",773,3.3,3.0,2131,1981,53.4,85.4
Mecca,"21.384824212273326, 39.84362959021184",1359,5.2,1.9,2116,1995,65.0,95.8
Mecca,"21.383210921113054, 39.84642854185921",1184,5.6,2.6,2457,1997,67.1,91.4
Mecca,"21.382070788014893, 39.84820550686873",604,3.7,1.7,2270,1994,68.6,92.9
Mecca,"21.385097587720406, 39.8532442500824",477,3.7,1.7,2412,2007,42.9,90.2
Mecca,"21.38462179591453, 39.85626949643567",891,4.2,2.0,1800,2006,76.5,88.3
Mecca,"21.381629662014355, 39.860517782827806",1059,3.1,2.0,1994,1995,66.7,87.2
Mecca,"21.381547769630505, 39.86193012367122",470,5.7,2.8,2052,1974,51.1,87.9
Mecca,"21.383584691721673, 39.86588200871404",1369,5.0,1.6,2100,1992,41.9,89.2
Mecca,"21.385309005824173, 39.86847380624884",1102,3.5,2.4,1259,1987,52.0,88.9
Mecca,"21.384391107114638, 39.873758603938306",908,3.4,1.7,1049,1997,52.6,87.0
Mecca,"21.384496296652706, 39.875569415214926",444,5.6,1.6,1487,1980,75.1,85.4
Mecca,"21.383423623473853, 39.87980205785955",628,3.9,2.8,2318,2009,40.4,96.9
Mecca,"21.38310421734941, 39.88477399999664",746,3.2,1.8,1995,2000,48.4,88.7
Mecca,"21.3852934583752, 39.88588818764394",1070,4.1,2.6,2130,1990,69.1,96.8
Mecca,"21.383817442617623, 39.89043852364898",679,3.9,2.6,2321,1977,60.4,95.2
Mecca,"21.38429369055527, 39.89512369413463",447,3.5,2.3,1636,1986,76.8,95.2
Mecca,"21.382164484956625, 39.89551076744789",573,5.3,2.3,1525,1974,51.2,94.3
Mecca,"21.3839750458821, 39.898628228373525",1433,4.4,2.4,1821,1981,79.6,95.9
Mecca,"21.38536192085997, 39.7983002594756",450,4.7,2.5,863,1998,44.9,96.0
Mecca,"21.384677369557078, 39.8031353481518",1010,4.2,1.6,818,2007,62.4,91.1
Mecca,"21.387041911447145, 39.80583170382279",684,3.4,2.7,2393,1990,50.6,85.9
Mecca,"21.385592571604892, 39.810827823319514",1075,5.6,1.9,926,2008,53.9,90.1
Mecca,"21.387478616899042, 39.81314945863896",697,4.9,2.6,2134,1991,56.8,89.1
Mecca,"21.387416206346952, 39.81836231084459",673,3.1,1.9,1403,1975,41.1,91.3
Mecca,"21.387817978773253, 39.82050023202866",1162,5.6,1.9,2103,1970,56.8,92.6
Mecca,"21.38731139883808, 39.82506800716711",583,5.8,2.8,1057,1980,55.2,91.4
Mecca,"21.386367222531085, 39.8268449161815",362,4.2,2.7,1945,1973,72.5,92.0
Mecca,"21.387257205560278, 39.83163364578085",977,5.8,2.5,2393,1983,74.5,89.8
Mecca,"21.387973191305267, 39.83161897268075",438,3.5,3.0,1329,1992,62.6,90.4
Mecca,"21.38533035782355, 39.83589711391712",1429,4.1,2.4,1419,1982,74.4,89.4
Mecca,"21.387662497554945, 39.840276828197275",380,3.2,2.7,2141,2000,77.9,94.5
Mecca,"21.38582110901989, 39.841830747966036",1080,5.3,1.5,1745,1972,52.6,87.0
Mecca,"21.387421378631515, 39.84746560140657",834,3.6,2.5,1910,1973,79.8,93.1
Mecca,"21.388437371629642, 39.85000188870847",804,3.5,2.9,2205,1972,44.4,90.4
Mecca,"21.38664184754405, 39.85165510074093",1099,4.2,2.5,874,2003,64.4,97.2
Mecca,"21.384826109803402, 39.8563947813233",672,4.6,2.8,1237,1990,55.8,89.5
Mecca,"21.3859559530001, 39.859001471609645",1189,5.6,2.4,2249,2003,59.3,86.4
Mecca,"21.38503197421319, 39.8651809777421",1049,6.0,2.5,1739,1978,55.4,86.1
Mecca,"21.38801050112229, 39.86696746310355",441,3.9,2.3,1178,1985,70.5,96.0
Mecca,"21.38846981177789, 39.87199828966751",925,3.9,1.8,1593,1981,42.1,88.8
Mecca,"21.38735579300388, 39.8724113774372",590,4.3,2.9,1730,2001,72.5,95.4
Mecca,"21.384827593359244, 39.877691741988315",1189,5.2,2.8,985,1983,54.0,92.3
Mecca,"21.386548669959673, 39.88060603795773",457,5.7,2.9,1814,1985,66.9,89.8
Mecca,"21.388330957818372, 39.882059289922225",1347,4.5,2.1,847,2001,78.9,91.1
Mecca,"21.387007985167777, 39.88720580554448",1415,3.5,2.9,1447,1974,74.3,94.7
Mecca,"21.386633569875432, 39.88836496962518",1264,3.7,2.2,2366,1999,46.0,92.8
Mecca,"21.386058510891846, 39.89266656690799",574,5.8,2.9,1144,1974,63.5,93.0
Mecca,"21.387347200704752, 39.89809759904427",1497,3.9,2.8,2152,2002,44.2,88.8
Mecca,"21.385985881320984, 39.90077469469593",1061,5.0,2.0,1789,1998,61.4,87.5
Mecca,"21.389152871181448, 39.80178077415825",1432,4.3,1.9,1316,1979,62.3,93.7
Mecca,"21.39125426413895, 39.80353371976921",1370,3.8,2.7,1436,2006,54.1,89.5
Mecca,"21.389819303634408, 39.80592473529534",1230,3.6,2.8,1382,1987,58.1,97.2
Mecca,"21.389293095145103, 39.81188073890723",1260,4.9,2.3,1384,1987,47.5,85.3
Mecca,"21.389616700228004, 39.81339171834265",764,5.6,2.7,2284,1986,63.8,86.2
Mecca,"21.391952476859128, 39.817297308212595",881,5.3,2.2,2452,2003,58.0,91.8
Mecca,"21.39017037437743, 39.819652990283195",1085,4.1,2.9,1302,2004,44.4,95.3
Mecca,"21.38875033016558, 39.82278045076994",464,5.0,2.2,2450,1981,63.2,86.4
Mecca,"21.391025772616224, 39.82716830163524",1476,5.7,2.4,2113,2004,44.5,95.4
Mecca,"21.391039962144244, 39.8288142329534",947,4.3,1.8,2161,2003,42.3,85.6
Mecca,"21.390196878556342, 39.83504402437671",541,3.1,1.7,1451,2002,47.3,93.0
Mecca,"21.38975246438029, 39.837459666783154",1159,5.8,1.7,2119,2002,60.2,95.8
Mecca,"21.38848570433345, 39.84189258726328",789,3.6,2.7,1102,2007,79.0,87.6
Mecca,"21.390435486668327, 39.84229052318265",1456,4.2,2.3,1318,1987,60.0,85.9
Mecca,"21.388633512655222, 39.846870022694674",558,5.7,1.6,1604,1998,57.9,90.5
Mecca,"21.390209005636216, 39.84837283680512",546,6.0,2.9,1794,1996,69.0,91.1
Mecca,"21.391969028557583, 39.85498505284727",330,3.2,2.4,2410,1978,67.0,92.6
Mecca,"21.389845791576715, 39.85513653126302",823,5.1,1.9,2293,1985,55.5,91.3
Mecca,"21.391328572695077, 39.85999350201883",520,4.1,1.5,1888,1997,53.9,87.2
Mecca,"21.390866413303968, 39.86336882139361",979,5.7,1.6,1243,1985,67.8,91.6
Mecca,"21.389093699586855, 39.86800556244897",1119,4.6,2.7,1852,1976,74.5,96.3
Mecca,"21.391920978530415, 39.8689749236243",407,3.1,2.1,2150,1999,65.0,91.2
Mecca,"21.390205060307522, 39.872867677386324",1225,3.9,1.7,1263,1996,43.3,93.6
Mecca,"21.391687472599727, 39.876699630233034",305,3.6,1.9,1045,1999,80.0,97.1
Mecca,"21.391517305020585, 39.88145610773771",1256,5.5,1.8,2371,1971,73.4,90.6
Mecca,"21.38910498961129, 39.88449335806135",1375,6.0,2.5,847,1996,68.7,93.7
Mecca,"21.389659769694205, 39.888403660241394",547,5.4,2.4,1041,1973,57.4,86.4
Mecca,"21.39003095070324, 39.89128219789274",781,3.1,2.1,1383,1979,75.3,95.5
Mecca,"21.38913135593313, 39.89252755673242",1404,3.0,2.6,1875,1974,66.8,89.7
Mecca,"21.390347750889656, 39.898662275999584",508,5.5,2.1,1493,1977,70.5,87.0
Mecca,"21.389958561386624, 39.89859438167353",378,4.6,2.8,1964,1976,49.5,85.3
Mecca,"21.39348765564415, 39.79938049576677",1044,3.1,2.4,1448,1979,62.9,91.3
Mecca,"21.39354100300162, 39.803507053585164",697,5.7,2.3,922,1981,40.3,93.7
Mecca,"21.3931547118008, 39.80595377606758",1443,3.4,2.5,1313,2010,58.7,94.0
Mecca,"21.392087942828162, 39.81078999371048",919,5.8,2.0,1285,1975,78.8,95.7
Mecca,"21.393620523901273, 39.81226758311757",1071,4.3,2.1,2213,1994,47.4,87.9
Mecca,"21.39443551123373, 39.81484125586305",782,4.8,1.8,1435,1975,67.0,96.1
Mecca,"21.394312153939595, 39.8208209115241",1289,5.4,1.6,2099,1975,44.1,89.4
Mecca,"21.394578968943595, 39.822877648343294",1328,5.1,3.0,1581,1985,59.0,85.4
Mecca,"21.393988088651273, 39.8279496568735",979,5.0,2.6,1854,2004,61.4,97.1
Mecca,"21.395256605887973, 39.82998131459846",426,4.8,1.9,1865,1974,66.6,91.1
Mecca,"21.391481411778717, 39.83334249793386",682,4.8,1.6,2401,1970,45.2,97.8
Mecca,"21.393694055050574, 39.838145467920114",479,5.9,2.0,904,1984,59.1,86.4
Mecca,"21.39483009482955, 39.83976122483908",1426,4.3,2.1,2277,1990,47.4,88.6
Mecca,"21.393437137680564, 39.843161045631234",620,4.5,2.9,2037,1998,78.4,91.7
Mecca,"21.39422310864362, 39.84630658114565",555,3.2,2.9,1764,2002,63.2,92.9
Mecca,"21.393952458639045, 39.84861744487508",682,3.5,1.9,1103,2005,50.2,96.1
Mecca,"21.393211295737274, 39.85521014785563",356,5.2,2.1,2375,2006,74.1,92.5
Mecca,"21.39268757826954, 39.85743748506101",662,5.1,1.7,2289,1990,55.4,93.8
Mecca,"21.393932679943653, 39.8614070611694",1406,4.2,2.3,2073,1992,53.9,96.4
Mecca,"21.394742698679597, 39.864770702070004",543,3.9,1.8,926,1975,59.3,88.6
Mecca,"21.392853370923426, 39.8659333112824",1073,5.2,2.7,931,1977,61.1,85.5
Mecca,"21.394208203034225, 39.871037607237334",1147,3.3,2.9,2398,1970,59.8,86.4
Mecca,"21.39482286540293, 39.87147692973269",996,3.7,2.3,1322,2004,46.0,88.4
Mecca,"21.39160701632206, 39.877191310734084",421,5.7,2.5,1409,1972,48.9,89.7
Mecca,"21.395017049728455, 39.88198970369182",1066,4.7,2.0,844,1999,71.6,91.2
Mecca,"21.394320398800286, 39.88306921922103",1478,3.5,1.5,1245,1987,63.0,94.7
Mecca,"21.391727105838868, 39.887201657981784",1401,5.3,2.7,922,2005,73.3,94.5
Mecca,"21.394823650263763, 39.889774714206645",593,5.7,2.5,1187,1972,68.1,94.4
Mecca,"21.394109337984506, 39.89494702958153",1084,4.5,2.1,1974,1977,59.9,87.0
Mecca,"21.391517297208043, 39.89785124052732",898,3.2,2.7,1510,1974,61.4,85.2
Mecca,"21.392506804437197, 39.8994993643591",722,5.5,1.5,2134,2007,43.5,94.2
Mecca,"21.395248945849467, 39.80012466527259",550,5.5,1.9,2173,2006,73.7,95.2
Mecca,"21.39693037891433, 39.80450341122885",807,6.0,2.5,2002,1991,46.7,85.7
Mecca,"21.39534660126294, 39.804982540069304",773,3.2,2.4,1043,1992,58.9,87.3
Mecca,"21.39815002506125, 39.81047884147414",1222,5.8,1.6,2355,2009,41.6,86.8
Mecca,"21.395629985834095, 39.814984649397424",775,4.5,2.5,1657,1971,63.5,85.2
Mecca,"21.395239137547183, 39.816511266320084",1291,5.4,2.6,1848,1981,68.7,96.4
Mecca,"21.395682576024324, 39.81902130683264",370,4.8,2.2,2131,1976,49.8,97.6
Mecca,"21.394704256392487, 39.82455186564123",434,3.6,2.3,2248,2008,49.0,96.2
Mecca,"21.398271504361063, 39.827377110209454",1243,4.9,1.9,1713,1996,72.3,86.6
Mecca,"21.395298569154956, 39.829766919134414",1492,4.1,1.9,1090,1979,50.4,85.5
Mecca,"21.39604892916444, 39.833683620153835",1063,5.2,2.5,2422,2002,76.6,85.1
Mecca,"21.39722242147611, 39.83636390242051",1375,4.8,2.5,976,1974,40.1,91.8
Mecca,"21.3956670595643, 39.841381215700565",1227,3.8,2.0,936,1994,65.2,95.2
Mecca,"21.395463534663104, 39.8428721063292",1187,3.9,2.7,1987,1992,57.9,86.8
Mecca,"21.396599498910906, 39.845615489474376",993,3.8,2.8,2455,1983,77.8,94.9
Mecca,"21.396954357436073, 39.850299247720706",1420,3.4,2.2,1539,1979,47.6,88.6
Mecca,"21.398637434841177, 39.85251425634886",1373,3.2,2.8,990,2004,66.5,86.5
Mecca,"21.398578444604976, 39.85729958593038",1174,3.5,3.0,1684,2005,59.2,95.2
Mecca,"21.39576458818738, 39.86026371606782",883,4.3,2.7,1143,1987,67.7,95.5
Mecca,"21.397409864637606, 39.86431200869799",1006,5.0,1.6,1289,1975,64.6,91.4
Mecca,"21.394862843669774, 39.86709229263897",854,5.7,2.0,1819,1985,73.3,96.3
Mecca,"21.396653575812763, 39.871616621163575",788,5.2,2.1,2424,1973,72.1,93.0
Mecca,"21.395811443272503, 39.87452877381136",534,4.4,1.9,1680,2009,80.0,87.1
Mecca,"21.397094926659324, 39.876075950490005",955,3.5,2.8,2234,2007,44.8,87.8
Mecca,"21.397213138178692, 39.880483564652515",1083,5.1,3.0,2162,2003,59.5,87.6
Mecca,"21.397377724501162, 39.884217046840014",1487,3.1,2.3,1400,1984,66.2,92.3
Mecca,"21.397303392827936, 39.888020015134515",631,5.2,2.9,1360,1994,75.9,95.7
Mecca,"21.397179659081417, 39.89161361481629",1039,5.7,3.0,993,1978,42.8,94.3
Mecca,"21.39725202910223, 39.89256906486914",1136,5.2,2.1,1256,1975,47.3,90.4
Mecca,"21.39642995942732, 39.896984961888144",749,4.1,1.7,1849,1992,71.7,93.5
Mecca,"21.397596105738426, 39.89836053350298",1317,5.4,2.2,2154,2000,52.3,97.0
Mecca,"21.399180441806514, 39.80098992345975",1319,5.6,2.3,1733,1981,58.6,86.4
Mecca,"21.398702560281777, 39.801861972524314",1069,5.2,2.1,1508,2007,54.4,87.8
Mecca,"21.400157631035935, 39.80855262499151",632,4.6,1.5,1145,1981,57.3,92.8
Mecca,"21.40012340949481, 39.81165394789792",913,5.2,2.5,2381,1982,56.7,91.7
Mecca,"21.40132189047827, 39.812361213671586",914,3.4,1.8,1676,1986,49.3,96.3
Mecca,"21.401298759250167, 39.81659405798616",1433,3.1,1.6,1937,1992,47.0,93.5
Mecca,"21.401225953975175, 39.82098623740287",1462,4.6,1.8,829,1977,67.8,95.5
Mecca,"21.399354861015205, 39.82179401216313",1176,4.9,2.0,2307,1977,48.1,90.6
Mecca,"21.401851573171474, 39.82522969472669",552,4.2,1.6,1727,1987,63.3,96.5
Mecca,"21.40186600083785, 39.83144056238759",799,5.8,2.7,2376,2000,79.7,90.6
Mecca,"21.4008968668483, 39.835253102304456",854,5.9,2.5,1807,2008,41.3,97.6
Mecca,"21.401869078989197, 39.83788501724275",454,4.5,2.0,1304,1990,59.5,89.6
Mecca,"21.39946310019762, 39.841162727874355",782,5.4,2.3,1699,1993,73.3,85.8
Mecca,"21.3980556746204, 39.84347962256641",758,3.5,3.0,1332,1986,76.9,87.9
Mecca,"21.399819144110936, 39.84735798019416",771,4.3,2.7,2310,1970,72.5,87.4
Mecca,"21.400689363189404, 39.850338240366604",987,3.4,2.8,2139,1990,62.9,86.7
Mecca,"21.401289669204907, 39.85509450090045",516,3.4,2.3,2428,1993,49.9,95.6
Mecca,"21.398433384408797, 39.85560195427551",960,3.2,1.7,946,1971,76.0,91.8
Mecca,"21.398100098598583, 39.86153693938086",843,4.4,2.8,1777,1997,68.3,89.9
Mecca,"21.400245629529, 39.8649943569683",798,5.9,1.8,1804,1988,69.6,94.2
Mecca,"21.398885468800295, 39.86491953483131",1222,4.2,2.3,1372,1981,50.4,93.4
Mecca,"21.40129542140556, 39.87163755055371",860,4.0,1.7,1351,1986,48.2,96.3
Mecca,"21.399208760698116, 39.87296651675651",1276,3.6,1.8,817,1979,40.3,90.9
Mecca,"21.398559108050026, 39.878451712798196",1080,5.0,2.7,1058,1981,66.1,89.8
Mecca,"21.39921745833742, 39.879970498475906",395,5.9,2.9,1877,2002,72.2,92.7
Mecca,"21.398388767994486, 39.884882370567446",324,5.3,1.7,1031,1984,42.1,93.6
Mecca,"21.398542656194824, 39.88648124169422",1329,3.3,2.2,1916,1974,55.5,90.4
Mecca,"21.400681944875398, 39.89097256048609",1155,5.0,2.2,1639,1995,70.7,88.1
Mecca,"21.401783896343115, 39.89300984034699",1272,3.6,2.9,1997,1973,49.4,97.5
Mecca,"21.40096907605906, 39.895284758276304",957,4.1,1.9,2059,1975,67.2,96.5
Mecca,"21.399659538109745, 39.89839608653884",915,4.4,2.9,1458,1972,59.5,95.2
Mecca,"21.403290721484492, 39.799632463542785",1482,3.0,2.9,2360,1996,55.2,92.9
Mecca,"21.405139419434857, 39.80146419848075",1064,4.7,2.1,1306,1992,74.7,93.1
Mecca,"21.40281545316827, 39.80644019901091",908,3.2,2.0,1666,1994,56.1,90.7
Mecca,"21.405135554012737, 39.81142180077322",1430,3.8,2.3,1260,1981,74.3,96.8
Mecca,"21.401730751831757, 39.81407605439526",1459,5.5,2.9,1413,1987,75.1,85.9
Mecca,"21.40351119677926, 39.81857803678447",803,3.9,1.6,939,1998,45.3,93.0
Mecca,"21.402768028698183, 39.819592558570974",901,3.1,1.6,844,1987,63.7,95.5
Mecca,"21.402092567581978, 39.821821972209676",649,3.1,1.7,986,1975,47.4,92.7
Mecca,"21.404725466087186, 39.82648553614094",755,3.8,1.8,1680,1975,78.6,98.0
Mecca,"21.40398440828558, 39.830566817868934",1421,5.0,2.2,2037,1989,51.6,93.7
Mecca,"21.40372191717141, 39.83141876315227",790,5.9,1.7,867,1998,49.0,91.4
Mecca,"21.40448051169515, 39.835640942255324",734,4.2,1.6,1556,1980,59.9,96.8
Mecca,"21.401837028874564, 39.840258311903625",1036,3.6,2.8,1961,2006,46.5,91.9
Mecca,"21.40160777394463, 39.84439396283689",805,5.4,2.0,2053,1993,44.8,88.5
Mecca,"21.40216196281472, 39.84553047207434",897,3.7,2.9,1291,1992,45.1,88.7
Mecca,"21.40481211504041, 39.84931423821372",304,6.0,2.3,1749,1986,41.3,96.1
Mecca,"21.401923550053098, 39.85493545747586",543,5.8,1.9,2055,1985,72.3,94.0
Mecca,"21.401344675539253, 39.858100291172185",1462,5.6,2.1,1127,2001,53.3,91.3
Mecca,"21.401912085254615, 39.858519968525776",399,3.3,2.9,2427,1991,40.0,90.6
Mecca,"21.402335950120246, 39.862031321816936",1473,4.0,1.9,1262,1970,52.8,94.2
Mecca,"21.403977563903723, 39.864769787265814",670,5.9,2.4,1385,1989,73.9,97.0
Mecca,"21.401392774642254, 39.87115993865694",1270,4.2,2.3,905,1992,77.9,90.2
Mecca,"21.402285059757695, 39.87262841918118",782,5.7,1.6,966,1991,51.1,98.0
Mecca,"21.40203031813896, 39.87487626273811",673,4.4,2.0,1879,1997,45.0,88.6
Mecca,"21.40430020556115, 39.880104342106385",995,3.1,2.4,1527,1980,61.8,88.9
Mecca,"21.404315994433468, 39.88323831719502",616,5.6,1.7,1257,1982,62.8,85.5
Mecca,"21.40444540149059, 39.8867196184971",889,4.2,2.1,1119,1982,63.2,85.3
Mecca,"21.40176954937335, 39.89001535475914",1166,4.2,2.2,2372,1982,45.0,89.9
Mecca,"21.405114995905212, 39.89150679348093",410,4.1,2.0,1564,1978,68.9,85.5
Mecca,"21.404466241317255, 39.89813459029771",1034,4.0,1.9,1508,1977,48.9,86.0
Mecca,"21.403419138192184, 39.89983217008839",733,3.2,1.7,926,1972,45.0,93.9
Mecca,"21.408522771399156, 39.798243301629974",383,3.7,2.2,1125,1999,78.7,92.1
Mecca,"21.40658259431066, 39.802939802351375",368,5.8,2.6,2130,1992,71.4,91.7
Mecca,"21.407411056650915, 39.80662774208324",1470,5.1,2.3,2370,2007,67.7,90.4
Mecca,"21.408305469983127, 39.80829396286306",1089,5.8,2.3,1662,2007,72.9,97.2
Mecca,"21.40498982857631, 39.813766523027866",1187,4.0,2.4,1163,2006,42.6,87.3
Mecca,"21.404929395599947, 39.8157667306649",587,5.4,2.4,876,2004,50.8,89.7
Mecca,"21.40719897356387, 39.82019342573619",708,6.0,1.8,1440,1995,64.1,88.4
Mecca,"21.405967408439942, 39.825311844356776",802,4.5,1.9,1807,2003,74.3,87.3
Mecca,"21.40678889401639, 39.82648152833696",1052,5.2,1.5,2193,1983,49.3,97.2
Mecca,"21.407088373832806, 39.828396713846715",1367,3.8,2.1,2271,1971,47.3,87.9
Mecca,"21.40747378434085, 39.83474450428251",632,3.0,2.9,1834,1985,61.4,96.8
Mecca,"21.407270333326192, 39.83774251758709",1116,3.2,1.7,1189,1984,67.6,89.7
Mecca,"21.407550026333297, 39.83886009226531",401,4.0,2.4,956,1998,75.9,96.0
Mecca,"21.406472886330526, 39.84224730763079",1071,5.8,1.6,1071,2002,45.5,89.0
Mecca,"21.406022393142006, 39.846480662278296",1143,4.5,2.6,805,1980,70.7,86.2
Mecca,"21.406330625267714, 39.8483803433571",332,4.5,1.6,2308,1996,55.7,88.6
Mecca,"21.40637372269171, 39.85399376478557",511,3.6,2.0,1801,1980,78.1,91.8
Mecca,"21.40616387076041, 39.855277222365736",1035,5.8,1.9,1432,1990,69.8,86.2
Mecca,"21.408358606809603, 39.85826853323255",1300,5.3,2.9,811,2001,57.7,97.9
Mecca,"21.407993754220566, 39.861706253740145",1139,4.0,1.8,1154,1978,50.3,96.0
Mecca,"21.40505292439693, 39.86762185066062",1419,4.7,1.6,903,2000,72.7,85.4
Mecca,"21.407913743807775, 39.87022548294246",350,3.5,1.8,2353,1973,45.3,91.0
Mecca,"21.407012526997626, 39.8735796789893",357,4.2,2.1,2297,1985,63.3,97.7
Mecca,"21.40598525059233, 39.87515559180808",1264,4.6,1.9,989,1975,60.1,91.5
Mecca,"21.4060810589852, 39.880661362080005",657,3.3,3.0,1098,2002,50.1,96.7
Mecca,"21.40766780366767, 39.88480570192881",604,3.2,2.6,1236,1996,75.5,97.8
Mecca,"21.40755090938165, 39.88854026116791",1268,4.7,2.3,2425,1973,57.3,86.4
Mecca,"21.407068307031565, 39.88940658474277",443,4.9,2.3,1301,1994,74.0,93.2
Mecca,"21.406978340740224, 39.89218428855602",1460,4.8,1.6,1060,2005,67.6,93.9
Mecca,"21.407293611878618, 39.895563646143096",559,4.4,2.4,947,1984,76.6,89.5
Mecca,"21.405099540194374, 39.90138149367441",1253,3.7,2.6,1133,1972,76.9,91.2
Mecca,"21.40947024420246, 39.801050422527744",754,5.6,2.3,1997,2004,76.4,92.1
Mecca,"21.410296400017327, 39.804562218817935",619,4.5,1.9,1558,1997,51.1,96.8
Mecca,"21.411380620645314, 39.80856485307517",1098,5.6,2.7,1301,1980,50.3,90.6
Mecca,"21.411273707438163, 39.810454293122135",992,4.7,1.9,941,1973,71.1,86.7
Mecca,"21.41057079665532, 39.811438348659145",638,5.2,3.0,1863,1974,75.3,92.6
Mecca,"21.41171633716398, 39.8179845098265",1407,4.6,1.7,1524,2009,62.4,90.4
Mecca,"21.409069790900617, 39.81872166428784",367,4.5,2.3,1094,1976,77.5,86.3
Mecca,"21.41081079509146, 39.82256927208865",804,5.0,2.0,1081,1983,50.6,93.9
Mecca,"21.40935929862711, 39.82469108982428",886,4.1,1.5,936,1986,66.4,85.7
Mecca,"21.411479450826146, 39.830265284379045",477,6.0,2.5,2212,1981,42.2,91.3
Mecca,"21.409603137376, 39.83190083194993",416,4.5,1.9,1272,2008,57.6,90.7
Mecca,"21.410532688050623, 39.83478929506019",864,5.1,2.5,2486,2000,74.5,86.6
Mecca,"21.410984447048023, 39.83886053152013",1204,5.3,1.8,1890,1970,56.3,94.1
Mecca,"21.40967932997506, 39.84269691726041",837,5.5,2.2,1427,1991,78.3,89.8
Mecca,"21.409480212369907, 39.847553050537634",1453,3.2,2.1,2453,2006,54.1,93.3
Mecca,"21.411107342479866, 39.850270374226454",490,5.4,1.7,1748,1980,43.1,87.8
Mecca,"21.40833982815991, 39.85154376863903",408,5.7,2.2,958,2008,76.4,87.1
