city,geo_location,primary_language,primary_language_percentage,secondary_language,secondary_language_percentage,avg_years_education,most_common_education,bachelor_or_higher_percentage
Mecca,"21.37765836927449, 39.86845813148551",Mandarin,59.1,English,16.1,15.6,PhD,57.5
Mecca,"21.377943871363914, 39.87519221642547",English,61.3,Mandarin,24.1,17.9,High School,18.6
Mecca,"21.3750990616653, 39.874769380368654",Arabic,47.7,English,23.5,17.2,Master,94.5
Mecca,"21.37591449564425, 39.8807093891474",Arabic,35.5,English,23.7,13.8,Associate Degree,37.4
Mecca,"21.378499358019493, 39.882919951099396",Spanish,39.1,Mandarin,35.3,13.5,Bachelor,84.5
Mecca,"21.377526725486867, 39.88497065257803",Mandarin,47.4,Arabic,22.2,13.0,PhD,51.5
Mecca,"21.3774291243304, 39.890508969582406",Mandarin,51.6,English,23.2,12.6,Master,90.9
Mecca,"21.37507427188845, 39.89442325687313",French,52.4,Spanish,31.2,15.4,High School,28.6
Mecca,"21.378067839623025, 39.897068313125935",French,47.7,Mandarin,22.9,16.6,PhD,50.4
Mecca,"21.37515088692694, 39.901935377406055",French,42.4,Mandarin,20.5,13.0,Associate Degree,53.9
Mecca,"21.381130541385446, 39.79938881506123",English,57.3,Arabic,17.9,12.6,PhD,81.9
Mecca,"21.37971351205294, 39.8028156168382",Spanish,29.9,French,26.7,14.1,High School,30.7
Mecca,"21.38002384315871, 39.80603159136611",French,32.2,English,30.0,17.2,High School,27.1
Mecca,"21.381398302508, 39.811289323672355",Arabic,57.8,French,22.3,17.6,High School,50.7
Mecca,"21.37842215548258, 39.815176483602194",English,40.0,Arabic,24.1,14.6,Bachelor,68.5
Mecca,"21.38054234042441, 39.81798149591067",Spanish,36.4,French,30.3,14.5,Bachelor,75.1
Mecca,"21.380829234574826, 39.81974194858003",Spanish,60.1,Arabic,25.6,15.9,High School,26.6
Mecca,"21.380935181216056, 39.82519522825828",French,44.2,Arabic,29.7,16.6,Master,65.6
Mecca,"21.379080329585552, 39.82789946354189",English,30.9,Arabic,23.7,16.5,PhD,68.0
Mecca,"21.380152691625796, 39.82993399001553",English,71.2,Arabic,14.9,17.4,High School,38.5
Mecca,"21.37974229797202, 39.83425743819055",French,34.4,English,27.6,12.6,High School,43.9
Mecca,"21.3790735821522, 39.83807351930675",English,50.6,Mandarin,25.8,12.3,Bachelor,91.0
Mecca,"21.381322924075565, 39.83834665159222",Spanish,65.1,French,25.0,13.6,Master,72.3
Mecca,"21.381526524736014, 39.8423087870901",French,42.4,English,31.2,15.9,Master,71.9
Mecca,"21.379858833866415, 39.84710799348358",Mandarin,30.3,English,26.5,17.2,PhD,96.0
Mecca,"21.379515957216515, 39.84811479999107",Mandarin,33.4,Spanish,29.4,16.3,Associate Degree,40.3
Mecca,"21.38140381134525, 39.85206069276196",Mandarin,34.5,Arabic,23.9,16.4,Master,56.0
Mecca,"21.378848479400723, 39.857857996093976",Spanish,56.2,Mandarin,28.4,15.7,PhD,72.8
Mecca,"21.37936135537266, 39.86152127991903",French,38.5,Spanish,33.1,12.7,Associate Degree,46.3
Mecca,"21.38080473500133, 39.862438407636354",Spanish,37.3,French,26.8,12.7,High School,27.3
Mecca,"21.37804060445776, 39.86845891697777",English,49.4,French,24.7,17.8,Associate Degree,17.9
Mecca,"21.378342451847836, 39.87088029865642",English,33.0,Arabic,23.1,16.5,Bachelor,65.5
Mecca,"21.379954311387397, 39.874365991947265",Mandarin,33.4,Arabic,27.4,13.8,Associate Degree,49.6
Mecca,"21.380762437357788, 39.87725027826563",French,45.9,English,22.5,14.1,Bachelor,77.4
Mecca,"21.379963285340317, 39.88117173147253",French,53.7,English,21.0,12.4,Master,81.2
Mecca,"21.378372213402223, 39.882219718935225",English,61.9,Mandarin,23.5,14.1,High School,49.3
Mecca,"21.38076714862118, 39.88589149078718",Mandarin,41.0,English,25.3,16.0,High School,14.3
Mecca,"21.38032622234133, 39.88989304195504",Mandarin,30.9,Spanish,28.9,16.2,Master,71.8
Mecca,"21.380123687724584, 39.89303534858415",Arabic,32.5,English,25.0,16.0,Bachelor,39.6
Mecca,"21.380983741746856, 39.89598983185545",English,37.0,Arabic,23.0,14.9,High School,49.7
Mecca,"21.380811419768747, 39.899083665707906",English,50.1,Spanish,29.0,13.6,Bachelor,69.8
Mecca,"21.382338948038136, 39.79848262353901",French,51.2,English,28.7,13.0,Bachelor,59.0
Mecca,"21.38210367050714, 39.801811552298346",French,43.7,Arabic,35.5,15.6,High School,41.2
Mecca,"21.38347678919487, 39.807715425104604",Mandarin,50.8,Spanish,23.6,14.4,PhD,60.5
Mecca,"21.382073932703083, 39.80886553855951",French,38.1,English,24.5,13.3,Bachelor,76.9
Mecca,"21.383270127682184, 39.8142316733377",English,51.1,French,17.7,14.5,Bachelor,82.2
Mecca,"21.385239761424867, 39.816765214143096",French,33.5,Arabic,27.3,12.4,Bachelor,76.6
Mecca,"21.382465328146434, 39.818402104432366",Spanish,40.5,Arabic,34.1,13.1,Bachelor,77.6
Mecca,"21.382109803645697, 39.82224326598726",Arabic,59.6,English,16.9,16.8,Master,78.3
Mecca,"21.382051099508075, 39.824723260135684",Mandarin,39.3,French,20.1,13.8,PhD,53.2
Mecca,"21.383469873690405, 39.82909724530713",French,45.5,English,36.6,12.8,Bachelor,80.7
Mecca,"21.385230513057746, 39.833546769200524",Spanish,40.7,Mandarin,23.5,16.2,Bachelor,58.6
Mecca,"21.384123002904975, 39.8351717846385",Spanish,40.3,English,38.1,16.1,Associate Degree,50.1
Mecca,"21.384807178122383, 39.83996351477809",Arabic,60.9,Mandarin,15.3,16.2,High School,25.1
Mecca,"21.384824212273326, 39.84362959021184",English,37.4,Arabic,29.2,16.4,Master,80.4
Mecca,"21.383210921113054, 39.84642854185921",Mandarin,28.3,Spanish,27.9,13.1,PhD,73.4
Mecca,"21.382070788014893, 39.84820550686873",French,39.6,Arabic,32.4,14.0,Associate Degree,44.1
Mecca,"21.385097587720406, 39.8532442500824",Mandarin,51.2,English,23.1,15.6,Associate Degree,66.5
Mecca,"21.38462179591453, 39.85626949643567",Mandarin,43.4,French,30.9,16.3,Bachelor,47.0
Mecca,"21.381629662014355, 39.860517782827806",Spanish,38.9,French,35.1,12.1,PhD,93.5
Mecca,"21.381547769630505, 39.86193012367122",Mandarin,50.0,English,30.5,13.7,Associate Degree,48.4
Mecca,"21.383584691721673, 39.86588200871404",English,74.4,French,10.4,13.5,Associate Degree,48.6
Mecca,"21.385309005824173, 39.86847380624884",Arabic,33.4,French,32.1,15.2,PhD,47.3
Mecca,"21.384391107114638, 39.873758603938306",Mandarin,32.3,French,30.8,12.5,Bachelor,50.0
Mecca,"21.384496296652706, 39.875569415214926",Mandarin,44.8,English,27.5,13.7,Bachelor,65.8
Mecca,"21.383423623473853, 39.87980205785955",Arabic,45.1,French,20.5,15.8,High School,37.4
Mecca,"21.38310421734941, 39.88477399999664",French,58.2,Spanish,17.3,12.8,PhD,74.6
Mecca,"21.3852934583752, 39.88588818764394",Mandarin,45.2,Arabic,25.7,16.0,Associate Degree,29.5
Mecca,"21.383817442617623, 39.89043852364898",Mandarin,39.9,Spanish,25.6,17.6,High School,39.0
Mecca,"21.38429369055527, 39.89512369413463",English,40.7,Arabic,33.0,16.2,High School,26.1
Mecca,"21.382164484956625, 39.89551076744789",Mandarin,30.6,English,30.2,16.9,High School,37.8
Mecca,"21.3839750458821, 39.898628228373525",French,77.8,Mandarin,15.8,16.8,Master,83.1
Mecca,"21.38536192085997, 39.7983002594756",Mandarin,57.4,Arabic,19.8,14.4,Master,66.7
Mecca,"21.384677369557078, 39.8031353481518",Mandarin,31.8,Arabic,25.3,15.9,PhD,67.3
Mecca,"21.387041911447145, 39.80583170382279",English,53.3,French,16.1,16.5,Associate Degree,54.8
Mecca,"21.385592571604892, 39.810827823319514",Spanish,50.3,Mandarin,36.7,13.1,Bachelor,77.4
Mecca,"21.387478616899042, 39.81314945863896",Mandarin,46.1,French,18.3,16.8,PhD,71.4
Mecca,"21.387416206346952, 39.81836231084459",French,38.6,Spanish,35.0,17.7,PhD,71.5
Mecca,"21.387817978773253, 39.82050023202866",Mandarin,33.1,English,27.5,14.6,Bachelor,68.6
Mecca,"21.38731139883808, 39.82506800716711",Spanish,53.4,Mandarin,18.4,17.1,High School,26.6
Mecca,"21.386367222531085, 39.8268449161815",Spanish,33.7,French,33.4,12.1,Master,73.6
Mecca,"21.387257205560278, 39.83163364578085",French,58.0,Mandarin,22.4,12.6,Bachelor,85.5
Mecca,"21.387973191305267, 39.83161897268075",French,47.5,Mandarin,24.6,15.9,High School,17.7
Mecca,"21.38533035782355, 39.83589711391712",English,42.3,French,20.9,12.6,Bachelor,92.0
Mecca,"21.387662497554945, 39.840276828197275",English,54.4,French,13.4,12.9,PhD,90.1
Mecca,"21.38582110901989, 39.841830747966036",Mandarin,44.7,English,37.0,16.7,Associate Degree,52.7
Mecca,"21.387421378631515, 39.84746560140657",Arabic,46.5,French,24.8,16.6,High School,40.3
Mecca,"21.388437371629642, 39.85000188870847",English,52.2,Mandarin,18.5,14.3,Associate Degree,51.4
Mecca,"21.38664184754405, 39.85165510074093",Spanish,46.7,Mandarin,22.6,17.6,PhD,66.2
Mecca,"21.384826109803402, 39.8563947813233",Spanish,36.3,English,33.6,17.3,Master,77.9
Mecca,"21.3859559530001, 39.859001471609645",Arabic,54.1,Spanish,15.5,16.7,Associate Degree,42.0
Mecca,"21.38503197421319, 39.8651809777421",English,47.6,Spanish,18.4,15.2,Associate Degree,55.9
Mecca,"21.38801050112229, 39.86696746310355",Spanish,45.3,Arabic,24.0,15.6,Master,93.8
Mecca,"21.38846981177789, 39.87199828966751",Spanish,52.2,Arabic,28.1,14.9,Master,73.7
Mecca,"21.38735579300388, 39.8724113774372",Arabic,51.5,French,22.7,13.0,Bachelor,76.5
Mecca,"21.384827593359244, 39.877691741988315",English,44.7,Mandarin,26.7,15.6,Associate Degree,21.3
Mecca,"21.386548669959673, 39.88060603795773",French,44.5,Arabic,37.1,17.1,Associate Degree,44.1
Mecca,"21.388330957818372, 39.882059289922225",Mandarin,34.9,Arabic,31.0,15.5,Bachelor,63.4
Mecca,"21.387007985167777, 39.88720580554448",French,48.3,Mandarin,35.1,12.1,PhD,73.4
Mecca,"21.386633569875432, 39.88836496962518",French,33.6,Arabic,31.5,14.6,Bachelor,79.0
Mecca,"21.386058510891846, 39.89266656690799",Arabic,37.5,French,31.9,13.5,Bachelor,95.4
Mecca,"21.387347200704752, 39.89809759904427",Mandarin,40.4,Spanish,25.9,17.2,Associate Degree,26.8
Mecca,"21.385985881320984, 39.90077469469593",Mandarin,57.1,English,15.6,12.6,PhD,61.5
Mecca,"21.389152871181448, 39.80178077415825",French,48.7,English,31.9,17.0,High School,8.7
Mecca,"21.39125426413895, 39.80353371976921",English,66.5,Spanish,13.4,13.9,PhD,72.1
Mecca,"21.389819303634408, 39.80592473529534",Arabic,42.5,English,30.8,12.5,Associate Degree,47.1
Mecca,"21.389293095145103, 39.81188073890723",English,36.8,Arabic,34.6,14.8,Associate Degree,37.3
Mecca,"21.389616700228004, 39.81339171834265",English,41.1,French,23.5,15.9,Bachelor,77.5
Mecca,"21.391952476859128, 39.817297308212595",English,39.2,Spanish,22.2,13.4,High School,42.2
Mecca,"21.39017037437743, 39.819652990283195",Spanish,40.9,Mandarin,37.7,14.6,Associate Degree,28.4
Mecca,"21.38875033016558, 39.82278045076994",Spanish,51.8,French,34.9,12.8,High School,35.6
Mecca,"21.391025772616224, 39.82716830163524",Spanish,44.4,English,30.1,17.1,High School,22.7
Mecca,"21.391039962144244, 39.8288142329534",Arabic,35.8,Spanish,28.9,17.4,Master,72.1
Mecca,"21.390196878556342, 39.83504402437671",French,52.0,English,14.3,13.4,PhD,90.2
Mecca,"21.38975246438029, 39.837459666783154",French,34.9,English,33.3,15.6,PhD,78.5
Mecca,"21.38848570433345, 39.84189258726328",Arabic,35.5,French,30.2,12.0,Bachelor,83.2
Mecca,"21.390435486668327, 39.84229052318265",Spanish,50.8,Mandarin,19.8,14.3,Associate Degree,48.4
Mecca,"21.388633512655222, 39.846870022694674",Arabic,48.1,English,27.0,13.9,Master,84.2
Mecca,"21.390209005636216, 39.84837283680512",Spanish,65.7,Arabic,18.8,15.9,Master,79.4
Mecca,"21.391969028557583, 39.85498505284727",French,41.7,Mandarin,28.6,14.8,High School,58.1
Mecca,"21.389845791576715, 39.85513653126302",Arabic,27.1,Mandarin,25.5,14.9,Associate Degree,43.1
Mecca,"21.391328572695077, 39.85999350201883",French,43.6,Mandarin,32.9,14.1,PhD,64.8
Mecca,"21.390866413303968, 39.86336882139361",Spanish,50.6,Mandarin,44.6,14.8,Associate Degree,57.0
Mecca,"21.389093699586855, 39.86800556244897",Mandarin,46.8,Arabic,29.6,16.6,PhD,95.4
Mecca,"21.391920978530415, 39.8689749236243",Arabic,60.9,French,21.3,13.2,High School,40.4
Mecca,"21.390205060307522, 39.872867677386324",English,52.0,Arabic,32.2,12.5,Bachelor,88.5
Mecca,"21.391687472599727, 39.876699630233034",French,62.2,English,30.5,12.8,Bachelor,60.8
Mecca,"21.391517305020585, 39.88145610773771",Spanish,38.6,Arabic,37.6,16.1,High School,38.6
Mecca,"21.38910498961129, 39.88449335806135",Arabic,57.8,Spanish,19.6,13.9,High School,31.3
Mecca,"21.389659769694205, 39.888403660241394",Arabic,31.7,Mandarin,30.2,13.4,High School,19.1
Mecca,"21.39003095070324, 39.89128219789274",French,57.0,Mandarin,27.7,12.1,PhD,68.7
Mecca,"21.38913135593313, 39.89252755673242",English,38.6,French,33.7,13.2,PhD,85.1
Mecca,"21.390347750889656, 39.898662275999584",French,40.2,Mandarin,34.6,17.2,Master,89.5
Mecca,"21.389958561386624, 39.89859438167353",Spanish,36.5,Mandarin,23.4,14.0,High School,48.0
Mecca,"21.39348765564415, 39.79938049576677",Spanish,74.5,Arabic,16.9,14.3,High School,54.8
Mecca,"21.39354100300162, 39.803507053585164",Arabic,44.9,Spanish,21.6,17.5,PhD,80.0
Mecca,"21.3931547118008, 39.80595377606758",Arabic,34.3,French,21.8,14.5,Associate Degree,45.0
Mecca,"21.392087942828162, 39.81078999371048",Mandarin,46.3,French,33.5,14.7,Master,72.1
Mecca,"21.393620523901273, 39.81226758311757",Mandarin,25.5,English,25.1,13.5,PhD,67.8
Mecca,"21.39443551123373, 39.81484125586305",Spanish,34.0,Arabic,29.1,17.4,PhD,96.5
Mecca,"21.394312153939595, 39.8208209115241",Spanish,48.6,Arabic,24.4,13.1,High School,37.8
Mecca,"21.394578968943595, 39.822877648343294",Arabic,34.5,French,27.5,17.4,Bachelor,74.3
Mecca,"21.393988088651273, 39.8279496568735",Mandarin,35.2,Arabic,31.8,12.4,Bachelor,65.5
Mecca,"21.395256605887973, 39.82998131459846",Spanish,37.4,Mandarin,25.5,12.6,Master,79.6
Mecca,"21.391481411778717, 39.83334249793386",French,30.5,Spanish,28.3,12.5,Bachelor,77.1
Mecca,"21.393694055050574, 39.838145467920114",Mandarin,50.6,Spanish,36.0,14.5,Associate Degree,42.9
Mecca,"21.39483009482955, 39.83976122483908",French,59.1,Spanish,20.9,13.4,PhD,87.3
Mecca,"21.393437137680564, 39.843161045631234",Mandarin,30.9,French,26.4,13.7,High School,55.9
Mecca,"21.39422310864362, 39.84630658114565",English,54.8,Mandarin,25.9,15.2,High School,33.7
Mecca,"21.393952458639045, 39.84861744487508",French,34.7,English,33.8,16.7,Associate Degree,49.7
Mecca,"21.393211295737274, 39.85521014785563",English,32.1,Arabic,21.8,13.8,Associate Degree,44.8
Mecca,"21.39268757826954, 39.85743748506101",Spanish,58.3,Arabic,33.4,12.8,Bachelor,71.1
Mecca,"21.393932679943653, 39.8614070611694",Mandarin,33.2,English,28.8,15.9,High School,48.7
Mecca,"21.394742698679597, 39.864770702070004",French,37.2,Spanish,27.1,13.2,High School,58.1
Mecca,"21.392853370923426, 39.8659333112824",Spanish,49.3,Arabic,24.6,14.2,Master,77.7
Mecca,"21.394208203034225, 39.871037607237334",French,33.8,Arabic,26.9,17.3,Associate Degree,17.3
Mecca,"21.39482286540293, 39.87147692973269",Spanish,38.4,Arabic,25.9,12.1,Bachelor,81.8
Mecca,"21.39160701632206, 39.877191310734084",English,49.1,Mandarin,24.6,17.3,Associate Degree,45.0
Mecca,"21.395017049728455, 39.88198970369182",English,52.6,Arabic,17.8,15.7,High School,43.7
Mecca,"21.394320398800286, 39.88306921922103",English,51.0,Mandarin,30.9,18.0,Bachelor,56.9
Mecca,"21.391727105838868, 39.887201657981784",Spanish,52.0,French,18.2,15.9,Associate Degree,41.3
Mecca,"21.394823650263763, 39.889774714206645",English,40.4,Mandarin,25.4,15.9,PhD,67.9
Mecca,"21.394109337984506, 39.89494702958153",Mandarin,39.7,English,31.8,13.9,Bachelor,66.7
Mecca,"21.391517297208043, 39.89785124052732",English,39.0,Mandarin,23.5,15.4,Master,47.0
Mecca,"21.392506804437197, 39.8994993643591",Spanish,40.3,French,22.6,13.5,Master,92.5
Mecca,"21.395248945849467, 39.80012466527259",Spanish,35.1,French,34.4,14.1,PhD,74.4
Mecca,"21.39693037891433, 39.80450341122885",Spanish,45.7,Arabic,22.1,14.3,Master,64.7
Mecca,"21.39534660126294, 39.804982540069304",French,42.1,English,27.0,14.1,High School,39.4
Mecca,"21.39815002506125, 39.81047884147414",Mandarin,36.0,Spanish,25.5,17.2,Master,64.4
Mecca,"21.395629985834095, 39.814984649397424",Mandarin,53.5,French,21.7,16.3,Bachelor,79.6
Mecca,"21.395239137547183, 39.816511266320084",Mandarin,58.5,French,20.8,14.6,High School,23.8
Mecca,"21.395682576024324, 39.81902130683264",Mandarin,74.2,English,11.9,12.5,Bachelor,64.8
Mecca,"21.394704256392487, 39.82455186564123",French,40.4,Spanish,37.3,14.4,High School,52.8
Mecca,"21.398271504361063, 39.827377110209454",English,53.8,Spanish,22.3,14.5,Associate Degree,21.4
Mecca,"21.395298569154956, 39.829766919134414",Spanish,49.2,Arabic,21.8,17.4,PhD,91.9
Mecca,"21.39604892916444, 39.833683620153835",Arabic,40.3,English,34.5,13.2,High School,30.1
Mecca,"21.39722242147611, 39.83636390242051",Mandarin,29.4,French,26.1,12.5,Bachelor,68.5
Mecca,"21.3956670595643, 39.841381215700565",French,69.2,Mandarin,13.8,17.6,PhD,55.7
Mecca,"21.395463534663104, 39.8428721063292",English,53.5,Arabic,26.6,13.9,PhD,55.4
Mecca,"21.396599498910906, 39.845615489474376",Spanish,31.3,French,29.9,13.1,PhD,47.5
Mecca,"21.396954357436073, 39.850299247720706",Spanish,30.3,Mandarin,25.3,16.5,High School,42.9
Mecca,"21.398637434841177, 39.85251425634886",Arabic,34.3,English,27.0,12.8,Associate Degree,41.3
Mecca,"21.398578444604976, 39.85729958593038",Spanish,36.3,Mandarin,29.5,12.8,Master,85.5
Mecca,"21.39576458818738, 39.86026371606782",French,29.0,Arabic,26.0,14.0,Master,86.0
Mecca,"21.397409864637606, 39.86431200869799",Mandarin,40.6,Spanish,18.4,13.3,Master,62.0
Mecca,"21.394862843669774, 39.86709229263897",English,36.4,Mandarin,25.5,13.9,High School,39.8
Mecca,"21.396653575812763, 39.871616621163575",Arabic,47.6,Spanish,38.3,16.0,Associate Degree,42.6
Mecca,"21.395811443272503, 39.87452877381136",French,52.4,Arabic,31.5,16.4,High School,14.1
Mecca,"21.397094926659324, 39.876075950490005",Mandarin,28.9,Spanish,28.7,16.9,PhD,76.2
Mecca,"21.397213138178692, 39.880483564652515",Arabic,37.7,French,21.0,15.6,High School,27.3
Mecca,"21.397377724501162, 39.884217046840014",Arabic,31.4,French,25.8,16.6,Bachelor,61.4
Mecca,"21.397303392827936, 39.888020015134515",French,40.0,English,25.5,15.4,PhD,65.5
Mecca,"21.397179659081417, 39.89161361481629",French,43.1,Arabic,26.8,16.3,Master,63.7
Mecca,"21.39725202910223, 39.89256906486914",Mandarin,38.0,Arabic,25.5,15.6,High School,53.4
Mecca,"21.39642995942732, 39.896984961888144",Spanish,46.5,French,38.2,14.4,High School,37.9
Mecca,"21.397596105738426, 39.89836053350298",Arabic,44.1,French,29.6,17.8,PhD,69.4
Mecca,"21.399180441806514, 39.80098992345975",Spanish,43.6,English,29.1,14.7,Bachelor,65.9
Mecca,"21.398702560281777, 39.801861972524314",Mandarin,30.5,Spanish,30.5,15.3,Master,55.6
Mecca,"21.400157631035935, 39.80855262499151",English,47.0,French,28.7,18.0,Master,58.3
Mecca,"21.40012340949481, 39.81165394789792",French,53.8,Mandarin,28.2,13.3,Associate Degree,18.3
Mecca,"21.40132189047827, 39.812361213671586",Spanish,27.8,Mandarin,22.0,13.1,Associate Degree,20.2
Mecca,"21.401298759250167, 39.81659405798616",French,37.6,Spanish,31.3,16.0,PhD,68.5
Mecca,"21.401225953975175, 39.82098623740287",Spanish,39.1,Mandarin,20.2,15.0,Master,70.4
Mecca,"21.399354861015205, 39.82179401216313",Spanish,36.2,Arabic,28.2,17.9,Bachelor,96.9
Mecca,"21.401851573171474, 39.82522969472669",Spanish,56.3,French,27.4,14.3,Associate Degree,59.6
Mecca,"21.40186600083785, 39.83144056238759",Spanish,75.4,Arabic,18.5,12.0,Associate Degree,30.8
Mecca,"21.4008968668483, 39.835253102304456",Mandarin,41.0,French,23.4,14.6,Associate Degree,24.7
Mecca,"21.401869078989197, 39.83788501724275",English,58.1,French,18.8,12.5,High School,38.3
Mecca,"21.39946310019762, 39.841162727874355",Spanish,58.7,English,17.7,13.2,High School,24.2
Mecca,"21.3980556746204, 39.84347962256641",French,41.1,Mandarin,27.4,16.2,Master,85.4
Mecca,"21.399819144110936, 39.84735798019416",English,77.7,Mandarin,9.0,16.7,Master,56.9
Mecca,"21.400689363189404, 39.850338240366604",French,52.9,Mandarin,37.9,15.8,Master,55.8
Mecca,"21.401289669204907, 39.85509450090045",English,44.7,Mandarin,34.1,13.9,High School,68.1
Mecca,"21.398433384408797, 39.85560195427551",Mandarin,32.3,Spanish,20.5,12.2,Bachelor,66.4
Mecca,"21.398100098598583, 39.86153693938086",Arabic,32.3,English,27.3,13.8,Master,71.8
Mecca,"21.400245629529, 39.8649943569683",Arabic,45.4,English,44.8,17.9,Bachelor,88.1
Mecca,"21.398885468800295, 39.86491953483131",Arabic,54.1,French,20.3,15.0,Master,69.4
Mecca,"21.40129542140556, 39.87163755055371",English,47.3,Arabic,28.1,12.1,Associate Degree,35.9
Mecca,"21.399208760698116, 39.87296651675651",Arabic,32.8,Mandarin,24.3,17.7,Associate Degree,48.1
Mecca,"21.398559108050026, 39.878451712798196",French,57.8,English,22.7,17.3,High School,32.5
Mecca,"21.39921745833742, 39.879970498475906",French,43.9,Mandarin,22.8,12.1,Associate Degree,19.5
Mecca,"21.398388767994486, 39.884882370567446",Mandarin,69.1,English,17.5,14.4,Bachelor,83.7
