city,geo_location,total_population,male_population,female_population,male_avg_age,female_avg_age,overall_avg_age,avg_household_size
Mecca,"21.381526524736014, 39.8423087870901",2781,1454,1327,34.5,29.9,32.3,3.9
Mecca,"21.379858833866415, 39.84710799348358",3461,1674,1787,38.6,31.0,34.7,4.4
Mecca,"21.379515957216515, 39.84811479999107",4593,2174,2419,43.7,43.5,43.6,2.7
Mecca,"21.38140381134525, 39.85206069276196",2744,1447,1297,44.1,33.0,38.9,2.6
Mecca,"21.378848479400723, 39.857857996093976",3097,1445,1652,31.0,36.9,34.2,3.9
Mecca,"21.37936135537266, 39.86152127991903",3146,1478,1668,44.4,40.0,42.1,2.8
Mecca,"21.38080473500133, 39.862438407636354",2364,1250,1114,26.1,26.8,26.4,4.1
Mecca,"21.37804060445776, 39.86845891697777",1579,837,742,34.2,28.3,31.4,2.5
Mecca,"21.378342451847836, 39.87088029865642",1604,753,851,28.4,31.2,29.9,2.9
Mecca,"21.379954311387397, 39.874365991947265",4513,2122,2391,26.8,29.9,28.4,3.9
Mecca,"21.380762437357788, 39.87725027826563",4463,2354,2109,25.1,28.2,26.6,2.7
Mecca,"21.379963285340317, 39.88117173147253",3252,1686,1566,39.0,43.3,41.0,3.8
Mecca,"21.378372213402223, 39.882219718935225",4405,2186,2219,29.9,43.3,36.6,3.3
Mecca,"21.38076714862118, 39.88589149078718",2303,1212,1091,27.7,40.5,33.7,4.3
Mecca,"21.38032622234133, 39.88989304195504",4357,2254,2103,42.5,36.9,39.8,3.6
Mecca,"21.380123687724584, 39.89303534858415",2420,1207,1213,39.8,36.7,38.3,2.9
Mecca,"21.380983741746856, 39.89598983185545",3492,1633,1859,29.7,32.2,31.1,3.5
Mecca,"21.380811419768747, 39.899083665707906",1006,514,492,40.0,43.3,41.6,3.8
Mecca,"21.382338948038136, 39.79848262353901",1565,782,783,25.9,31.0,28.5,2.7
Mecca,"21.38210367050714, 39.801811552298346",2573,1326,1247,33.5,30.7,32.2,3.3
Mecca,"21.38347678919487, 39.807715425104604",4363,2173,2190,30.2,44.1,37.2,2.9
Mecca,"21.382073932703083, 39.80886553855951",2631,1363,1268,41.7,34.3,38.1,2.7
Mecca,"21.383270127682184, 39.8142316733377",3810,1993,1817,38.1,33.1,35.7,4.1
Mecca,"21.385239761424867, 39.816765214143096",1658,798,860,36.5,32.7,34.5,3.4
Mecca,"21.382465328146434, 39.818402104432366",2991,1541,1450,38.4,33.4,36.0,2.6
Mecca,"21.382109803645697, 39.82224326598726",2740,1303,1437,37.7,37.1,37.4,4.1
Mecca,"21.382051099508075, 39.824723260135684",2844,1422,1422,40.6,39.2,39.9,4.2
Mecca,"21.383469873690405, 39.82909724530713",4980,2422,2558,40.7,44.6,42.7,3.6
Mecca,"21.385230513057746, 39.833546769200524",2570,1380,1190,26.6,25.1,25.9,4.4
Mecca,"21.384123002904975, 39.8351717846385",3898,1984,1914,29.0,41.3,35.0,4.0
Mecca,"21.384807178122383, 39.83996351477809",2863,1412,1451,34.3,25.8,30.0,4.2
Mecca,"21.384824212273326, 39.84362959021184",2885,1404,1481,42.8,38.7,40.7,3.0
Mecca,"21.383210921113054, 39.84642854185921",2382,1232,1150,40.3,25.5,33.2,3.0
Mecca,"21.382070788014893, 39.84820550686873",2201,1069,1132,25.4,31.5,28.5,3.8
Mecca,"21.385097587720406, 39.8532442500824",3440,1586,1854,39.6,35.6,37.5,3.3
Mecca,"21.38462179591453, 39.85626949643567",1717,787,930,26.9,39.5,33.7,3.8
Mecca,"21.381629662014355, 39.860517782827806",2765,1491,1274,31.9,34.2,32.9,3.7
Mecca,"21.381547769630505, 39.86193012367122",4763,2536,2227,41.7,39.7,40.7,3.5
Mecca,"21.383584691721673, 39.86588200871404",2877,1306,1571,31.5,25.8,28.4,3.7
Mecca,"21.385309005824173, 39.86847380624884",3964,2036,1928,42.6,32.6,37.8,4.5
Mecca,"21.384391107114638, 39.873758603938306",1322,639,683,37.7,31.0,34.3,3.3
Mecca,"21.384496296652706, 39.875569415214926",1753,955,798,30.1,38.1,33.7,4.3
Mecca,"21.383423623473853, 39.87980205785955",4427,2396,2031,44.3,40.9,42.7,3.6
Mecca,"21.38310421734941, 39.88477399999664",2241,1146,1095,35.8,40.9,38.3,3.9
Mecca,"21.3852934583752, 39.88588818764394",1200,584,616,34.5,40.2,37.4,3.4
Mecca,"21.383817442617623, 39.89043852364898",4059,2106,1953,28.7,35.0,31.8,2.6
Mecca,"21.38429369055527, 39.89512369413463",2632,1423,1209,38.6,30.5,34.8,3.3
Mecca,"21.382164484956625, 39.89551076744789",1076,568,508,38.1,30.5,34.5,3.4
Mecca,"21.3839750458821, 39.898628228373525",4236,2319,1917,31.4,29.4,30.5,2.5
Mecca,"21.38536192085997, 39.7983002594756",2329,1099,1230,37.2,39.6,38.5,3.7
Mecca,"21.384677369557078, 39.8031353481518",2886,1468,1418,37.7,31.6,34.7,3.3
Mecca,"21.387041911447145, 39.80583170382279",4808,2431,2377,31.9,31.4,31.6,4.1
Mecca,"21.385592571604892, 39.810827823319514",1621,804,817,39.9,29.2,34.5,3.9
Mecca,"21.387478616899042, 39.81314945863896",3756,1836,1920,33.1,38.2,35.7,3.6
Mecca,"21.387416206346952, 39.81836231084459",1321,677,644,36.2,31.9,34.1,2.9
Mecca,"21.387817978773253, 39.82050023202866",3169,1543,1626,30.8,31.3,31.1,3.8
Mecca,"21.38731139883808, 39.82506800716711",1121,521,600,36.7,37.5,37.1,3.6
Mecca,"21.386367222531085, 39.8268449161815",2701,1484,1217,25.5,44.5,34.0,3.6
Mecca,"21.387257205560278, 39.83163364578085",3010,1652,1358,32.5,35.8,34.0,3.3
Mecca,"21.387973191305267, 39.83161897268075",4886,2613,2273,26.9,29.4,28.1,4.5
Mecca,"21.38533035782355, 39.83589711391712",3337,1598,1739,42.3,40.3,41.3,4.5
Mecca,"21.387662497554945, 39.840276828197275",2642,1334,1308,32.0,29.4,30.7,4.3
Mecca,"21.38582110901989, 39.841830747966036",2142,1032,1110,32.3,27.1,29.6,4.3
Mecca,"21.387421378631515, 39.84746560140657",4933,2532,2401,37.7,35.0,36.4,3.6
Mecca,"21.388437371629642, 39.85000188870847",1922,1030,892,34.9,34.3,34.6,4.2
Mecca,"21.38664184754405, 39.85165510074093",2840,1322,1518,42.5,33.0,37.4,2.5
Mecca,"21.384826109803402, 39.8563947813233",4399,2126,2273,34.3,28.4,31.3,4.3
Mecca,"21.3859559530001, 39.859001471609645",2570,1305,1265,33.4,33.4,33.4,2.9
Mecca,"21.38503197421319, 39.8651809777421",1118,572,546,27.8,37.4,32.5,4.5
Mecca,"21.38801050112229, 39.86696746310355",3455,1751,1704,33.2,25.5,29.4,3.7
Mecca,"21.38846981177789, 39.87199828966751",1681,852,829,34.4,26.8,30.7,3.2
Mecca,"21.38735579300388, 39.8724113774372",4043,2062,1981,40.8,32.8,36.9,3.5
Mecca,"21.384827593359244, 39.877691741988315",1790,957,833,28.2,32.4,30.2,4.2
Mecca,"21.386548669959673, 39.88060603795773",1717,853,864,39.3,29.0,34.1,2.8
Mecca,"21.388330957818372, 39.882059289922225",1265,682,583,29.1,34.2,31.5,3.0
Mecca,"21.387007985167777, 39.88720580554448",3470,1715,1755,29.8,28.5,29.2,3.4
Mecca,"21.386633569875432, 39.88836496962518",3627,1672,1955,37.1,31.6,34.1,4.3
Mecca,"21.386058510891846, 39.89266656690799",1652,783,869,39.4,26.4,32.6,4.0
Mecca,"21.387347200704752, 39.89809759904427",3793,1963,1830,42.3,44.9,43.6,4.2
Mecca,"21.385985881320984, 39.90077469469593",1288,680,608,44.2,42.7,43.5,3.6
Mecca,"21.389152871181448, 39.80178077415825",3931,2074,1857,37.9,35.7,36.9,2.5
Mecca,"21.39125426413895, 39.80353371976921",2969,1581,1388,26.2,41.2,33.2,4.2
Mecca,"21.389819303634408, 39.80592473529534",3970,2091,1879,32.3,39.3,35.6,3.5
Mecca,"21.389293095145103, 39.81188073890723",3660,1808,1852,40.7,27.1,33.8,4.2
Mecca,"21.389616700228004, 39.81339171834265",4104,2185,1919,40.1,27.2,34.1,2.8
Mecca,"21.391952476859128, 39.817297308212595",2691,1387,1304,27.8,29.9,28.8,3.5
Mecca,"21.39017037437743, 39.819652990283195",2083,957,1126,37.8,26.5,31.7,4.3
Mecca,"21.38875033016558, 39.82278045076994",3013,1582,1431,40.1,31.8,36.2,3.9
Mecca,"21.391025772616224, 39.82716830163524",2354,1244,1110,39.0,36.4,37.8,3.7
Mecca,"21.391039962144244, 39.8288142329534",4118,1910,2208,35.4,25.5,30.1,4.3
Mecca,"21.390196878556342, 39.83504402437671",3308,1608,1700,30.8,43.9,37.5,2.8
Mecca,"21.38975246438029, 39.837459666783154",3596,1727,1869,39.3,38.5,38.8,2.8
Mecca,"21.38848570433345, 39.84189258726328",4298,2232,2066,27.9,30.8,29.3,3.3
Mecca,"21.390435486668327, 39.84229052318265",3608,1705,1903,42.0,36.7,39.2,2.8
Mecca,"21.388633512655222, 39.846870022694674",1049,499,550,39.4,39.9,39.7,4.5
Mecca,"21.390209005636216, 39.84837283680512",2662,1324,1338,43.0,44.4,43.7,3.8
Mecca,"21.391969028557583, 39.85498505284727",3404,1822,1582,31.3,32.5,31.8,4.2
Mecca,"21.389845791576715, 39.85513653126302",2987,1537,1450,42.4,34.6,38.6,3.5
Mecca,"21.391328572695077, 39.85999350201883",2555,1153,1402,43.9,31.8,37.3,3.1
Mecca,"21.390866413303968, 39.86336882139361",1918,891,1027,37.2,39.6,38.5,2.7
Mecca,"21.389093699586855, 39.86800556244897",1806,877,929,34.2,43.3,38.9,4.3
Mecca,"21.391920978530415, 39.8689749236243",4440,2329,2111,41.4,40.8,41.1,4.3
Mecca,"21.390205060307522, 39.872867677386324",4036,1897,2139,38.3,33.0,35.5,2.7
Mecca,"21.391687472599727, 39.876699630233034",2349,1176,1173,30.4,44.2,37.3,4.2
Mecca,"21.391517305020585, 39.88145610773771",3202,1720,1482,44.4,26.1,35.9,3.6
Mecca,"21.38910498961129, 39.88449335806135",2015,956,1059,40.9,28.7,34.5,4.4
Mecca,"21.389659769694205, 39.888403660241394",4512,2140,2372,38.8,34.1,36.3,2.6
Mecca,"21.39003095070324, 39.89128219789274",3495,1665,1830,30.5,39.9,35.4,4.0
Mecca,"21.38913135593313, 39.89252755673242",4757,2170,2587,43.1,35.5,38.9,2.6
Mecca,"21.390347750889656, 39.898662275999584",1932,916,1016,40.2,34.5,37.2,2.7
Mecca,"21.389958561386624, 39.89859438167353",4611,2435,2176,31.4,37.7,34.4,2.9
Mecca,"21.39348765564415, 39.79938049576677",1476,729,747,34.5,27.0,30.7,3.7
Mecca,"21.39354100300162, 39.803507053585164",3450,1720,1730,36.4,36.6,36.5,4.2
Mecca,"21.3931547118008, 39.80595377606758",1456,760,696,33.9,37.9,35.8,3.7
Mecca,"21.392087942828162, 39.81078999371048",3600,1841,1759,34.1,25.0,29.7,4.0
Mecca,"21.393620523901273, 39.81226758311757",3463,1652,1811,37.6,31.6,34.5,3.5
Mecca,"21.39443551123373, 39.81484125586305",2162,1178,984,31.0,42.3,36.2,3.0
Mecca,"21.394312153939595, 39.8208209115241",2127,1101,1026,35.1,37.5,36.2,2.7
Mecca,"21.394578968943595, 39.822877648343294",4099,2232,1867,34.8,31.4,33.2,4.4
Mecca,"21.393988088651273, 39.8279496568735",2927,1462,1465,28.6,40.2,34.4,3.8
Mecca,"21.395256605887973, 39.82998131459846",1387,752,635,33.9,37.8,35.6,3.6
Mecca,"21.391481411778717, 39.83334249793386",1748,820,928,27.2,29.6,28.5,3.1
Mecca,"21.393694055050574, 39.838145467920114",2250,1084,1166,35.6,27.1,31.2,3.1
Mecca,"21.39483009482955, 39.83976122483908",3496,1646,1850,38.4,31.5,34.8,2.9
Mecca,"21.393437137680564, 39.843161045631234",2622,1385,1237,42.0,37.2,39.8,2.8
Mecca,"21.39422310864362, 39.84630658114565",4918,2467,2451,34.5,36.9,35.7,3.3
Mecca,"21.393952458639045, 39.84861744487508",3975,1895,2080,43.7,34.4,38.8,4.2
Mecca,"21.393211295737274, 39.85521014785563",2243,1092,1151,31.1,39.5,35.4,4.2
Mecca,"21.39268757826954, 39.85743748506101",2291,1133,1158,33.5,32.9,33.2,3.3
Mecca,"21.393932679943653, 39.8614070611694",4122,2242,1880,26.1,33.2,29.3,3.8
Mecca,"21.394742698679597, 39.864770702070004",1573,861,712,40.3,25.4,33.6,3.9
Mecca,"21.392853370923426, 39.8659333112824",1854,957,897,30.1,41.7,35.7,2.5
Mecca,"21.394208203034225, 39.871037607237334",2751,1455,1296,31.5,36.2,33.7,2.9
Mecca,"21.39482286540293, 39.87147692973269",1880,962,918,33.8,30.5,32.2,2.6
Mecca,"21.39160701632206, 39.877191310734084",1657,799,858,34.6,39.4,37.1,3.4
Mecca,"21.395017049728455, 39.88198970369182",4977,2710,2267,40.6,32.8,37.1,4.4
Mecca,"21.394320398800286, 39.88306921922103",3893,1941,1952,30.6,37.1,33.9,3.3
Mecca,"21.391727105838868, 39.887201657981784",1415,644,771,31.9,35.8,34.0,3.4
Mecca,"21.394823650263763, 39.889774714206645",2164,997,1167,27.7,40.0,34.3,3.1
Mecca,"21.394109337984506, 39.89494702958153",4175,2184,1991,41.5,42.5,42.0,3.7
Mecca,"21.391517297208043, 39.89785124052732",3351,1574,1777,26.8,29.9,28.4,3.6
Mecca,"21.392506804437197, 39.8994993643591",4124,2128,1996,36.1,41.3,38.7,3.9
Mecca,"21.395248945849467, 39.80012466527259",1575,830,745,26.4,40.7,33.1,3.9
Mecca,"21.39693037891433, 39.80450341122885",2285,1246,1039,32.2,40.5,36.0,4.0
Mecca,"21.39534660126294, 39.804982540069304",1879,880,999,34.4,34.2,34.3,3.2
Mecca,"21.39815002506125, 39.81047884147414",3775,2065,1710,30.2,37.1,33.3,4.4
Mecca,"21.395629985834095, 39.814984649397424",1574,727,847,33.2,32.9,33.1,3.5
Mecca,"21.395239137547183, 39.816511266320084",1196,637,559,26.2,44.8,34.9,3.2
Mecca,"21.395682576024324, 39.81902130683264",3317,1637,1680,25.6,35.1,30.4,4.1
Mecca,"21.394704256392487, 39.82455186564123",4236,2134,2102,30.7,31.7,31.2,2.6
Mecca,"21.398271504361063, 39.827377110209454",1309,663,646,44.5,40.6,42.6,3.6
Mecca,"21.395298569154956, 39.829766919134414",4271,2141,2130,42.0,36.5,39.3,3.4
Mecca,"21.39604892916444, 39.833683620153835",3663,2012,1651,40.0,40.3,40.2,3.4
Mecca,"21.39722242147611, 39.83636390242051",2134,1059,1075,42.8,44.9,43.8,2.8
Mecca,"21.3956670595643, 39.841381215700565",2353,1076,1277,38.0,31.8,34.6,3.6
Mecca,"21.395463534663104, 39.8428721063292",3836,2009,1827,44.0,42.8,43.4,3.3
Mecca,"21.396599498910906, 39.845615489474376",2203,992,1211,41.6,25.4,32.7,3.0
Mecca,"21.396954357436073, 39.850299247720706",2749,1278,1471,42.1,36.7,39.2,4.0
Mecca,"21.398637434841177, 39.85251425634886",3180,1576,1604,38.3,40.4,39.4,3.6
Mecca,"21.398578444604976, 39.85729958593038",2452,1322,1130,39.3,36.5,38.0,2.9
Mecca,"21.39576458818738, 39.86026371606782",1607,756,851,28.6,25.5,27.0,3.7
Mecca,"21.397409864637606, 39.86431200869799",4459,2024,2435,27.5,32.0,30.0,2.6
Mecca,"21.394862843669774, 39.86709229263897",4565,2198,2367,29.6,29.2,29.4,3.1
Mecca,"21.396653575812763, 39.871616621163575",2737,1502,1235,29.7,43.4,35.9,4.0
Mecca,"21.395811443272503, 39.87452877381136",1111,515,596,43.0,33.8,38.1,4.2
Mecca,"21.397094926659324, 39.876075950490005",2536,1147,1389,42.4,42.1,42.2,2.9
Mecca,"21.397213138178692, 39.880483564652515",1201,594,607,33.0,29.1,31.0,3.3
Mecca,"21.397377724501162, 39.884217046840014",4336,2005,2331,44.4,35.1,39.4,3.7
Mecca,"21.397303392827936, 39.888020015134515",3115,1439,1676,40.1,27.4,33.3,3.5
Mecca,"21.397179659081417, 39.89161361481629",3477,1689,1788,44.9,33.3,38.9,2.9
Mecca,"21.39725202910223, 39.89256906486914",1371,726,645,32.2,30.1,31.2,2.7
Mecca,"21.39642995942732, 39.896984961888144",2871,1296,1575,32.6,33.4,33.0,4.4
Mecca,"21.397596105738426, 39.89836053350298",1409,684,725,43.9,41.7,42.8,3.4
Mecca,"21.399180441806514, 39.80098992345975",4472,2303,2169,29.6,39.0,34.2,3.8
Mecca,"21.398702560281777, 39.801861972524314",4318,2111,2207,34.4,44.0,39.3,3.0
Mecca,"21.400157631035935, 39.80855262499151",3651,1970,1681,25.9,41.9,33.3,2.9
Mecca,"21.40012340949481, 39.81165394789792",1037,479,558,28.1,38.9,33.9,4.0
Mecca,"21.40132189047827, 39.812361213671586",1250,637,613,29.2,39.8,34.4,3.1
Mecca,"21.401298759250167, 39.81659405798616",3529,1734,1795,28.1,28.4,28.3,4.4
Mecca,"21.401225953975175, 39.82098623740287",4953,2303,2650,41.2,38.4,39.7,3.2
Mecca,"21.399354861015205, 39.82179401216313",4788,2206,2582,28.2,35.0,31.9,3.1
Mecca,"21.401851573171474, 39.82522969472669",3561,1735,1826,41.8,37.4,39.6,2.6
Mecca,"21.40186600083785, 39.83144056238759",1105,533,572,42.8,25.7,33.9,4.2
Mecca,"21.4008968668483, 39.835253102304456",4742,2327,2415,35.8,40.3,38.1,3.9
Mecca,"21.401869078989197, 39.83788501724275",1695,789,906,25.3,42.9,34.7,2.7
Mecca,"21.39946310019762, 39.841162727874355",1271,586,685,34.5,44.7,40.0,4.2
Mecca,"21.3980556746204, 39.84347962256641",3198,1579,1619,42.1,41.2,41.7,2.5
Mecca,"21.399819144110936, 39.84735798019416",2950,1465,1485,43.1,27.6,35.3,3.8
Mecca,"21.400689363189404, 39.850338240366604",2497,1362,1135,38.4,26.9,33.2,3.5
Mecca,"21.401289669204907, 39.85509450090045",4404,2357,2047,28.9,29.4,29.1,2.8
Mecca,"21.398433384408797, 39.85560195427551",4859,2255,2604,38.2,39.9,39.1,3.9
Mecca,"21.398100098598583, 39.86153693938086",2156,1161,995,27.1,29.5,28.2,2.9
Mecca,"21.400245629529, 39.8649943569683",3700,1776,1924,39.2,34.2,36.6,3.7
Mecca,"21.398885468800295, 39.86491953483131",3117,1582,1535,42.7,40.2,41.5,2.8
Mecca,"21.40129542140556, 39.87163755055371",2728,1329,1399,27.9,39.7,34.0,4.2
Mecca,"21.399208760698116, 39.87296651675651",4063,2196,1867,32.7,26.0,29.6,2.9
Mecca,"21.398559108050026, 39.878451712798196",1746,788,958,37.7,41.7,39.9,3.0
Mecca,"21.39921745833742, 39.879970498475906",2625,1265,1360,36.4,34.7,35.5,3.2
Mecca,"21.398388767994486, 39.884882370567446",3575,1919,1656,44.4,33.1,39.2,4.5
Mecca,"21.398542656194824, 39.88648124169422",2856,1462,1394,35.9,27.4,31.7,3.1
Mecca,"21.400681944875398, 39.89097256048609",4147,2079,2068,31.7,44.9,38.3,2.9
Mecca,"21.401783896343115, 39.89300984034699",2396,1271,1125,34.7,36.0,35.3,3.8
Mecca,"21.40096907605906, 39.895284758276304",3736,2001,1735,40.3,30.3,35.6,4.1
Mecca,"21.399659538109745, 39.89839608653884",2747,1412,1335,44.3,27.5,36.1,3.0
Mecca,"21.403290721484492, 39.799632463542785",2873,1531,1342,27.4,39.3,32.9,2.8
Mecca,"21.405139419434857, 39.80146419848075",2423,1164,1259,33.7,44.7,39.4,2.7
Mecca,"21.40281545316827, 39.80644019901091",4551,2490,2061,28.7,41.4,34.4,4.3
Mecca,"21.405135554012737, 39.81142180077322",3092,1451,1641,41.8,29.4,35.2,2.5
Mecca,"21.401730751831757, 39.81407605439526",4004,2099,1905,35.5,40.6,37.9,3.6
Mecca,"21.40351119677926, 39.81857803678447",3173,1594,1579,41.0,32.3,36.7,3.0
Mecca,"21.402768028698183, 39.819592558570974",4879,2682,2197,28.3,28.2,28.3,3.9
Mecca,"21.402092567581978, 39.821821972209676",3600,1848,1752,37.4,41.9,39.6,4.0
Mecca,"21.404725466087186, 39.82648553614094",1622,817,805,44.1,33.5,38.8,2.9
Mecca,"21.40398440828558, 39.830566817868934",1200,655,545,44.0,30.9,38.1,4.3
Mecca,"21.40372191717141, 39.83141876315227",4981,2451,2530,34.5,31.4,33.0,3.9
Mecca,"21.40448051169515, 39.835640942255324",2228,1002,1226,30.0,36.1,33.4,3.1
Mecca,"21.401837028874564, 39.840258311903625",4780,2501,2279,36.9,26.3,31.9,4.0
Mecca,"21.40160777394463, 39.84439396283689",1574,730,844,41.4,40.3,40.8,4.1
Mecca,"21.40216196281472, 39.84553047207434",4894,2681,2213,32.8,28.2,30.7,3.3
Mecca,"21.40481211504041, 39.84931423821372",3422,1606,1816,41.7,26.4,33.6,4.4
Mecca,"21.401923550053098, 39.85493545747586",2131,988,1143,33.0,39.5,36.5,3.7
Mecca,"21.401344675539253, 39.858100291172185",3753,1745,2008,33.9,38.4,36.3,4.0
Mecca,"21.401912085254615, 39.858519968525776",1044,536,508,35.4,35.5,35.4,4.0
Mecca,"21.402335950120246, 39.862031321816936",3451,1715,1736,38.2,31.0,34.6,2.7
Mecca,"21.403977563903723, 39.864769787265814",4042,2065,1977,28.1,42.6,35.2,4.0
Mecca,"21.401392774642254, 39.87115993865694",3949,1911,2038,30.4,44.8,37.8,3.3
Mecca,"21.402285059757695, 39.87262841918118",4650,2211,2439,37.5,33.5,35.4,2.8
Mecca,"21.40203031813896, 39.87487626273811",3907,2028,1879,40.9,40.2,40.5,2.9
Mecca,"21.40430020556115, 39.880104342106385",1422,652,770,39.6,44.2,42.1,4.2
Mecca,"21.404315994433468, 39.88323831719502",1988,1067,921,38.3,41.7,39.9,4.4
Mecca,"21.40444540149059, 39.8867196184971",2727,1242,1485,27.1,40.4,34.3,4.2
Mecca,"21.40176954937335, 39.89001535475914",4000,1910,2090,30.0,35.2,32.7,3.3
Mecca,"21.405114995905212, 39.89150679348093",4425,2102,2323,32.1,25.3,28.5,3.9
Mecca,"21.404466241317255, 39.89813459029771",2988,1417,1571,34.9,36.8,35.9,3.8
Mecca,"21.403419138192184, 39.89983217008839",1425,783,642,41.5,34.8,38.5,3.7
Mecca,"21.408522771399156, 39.798243301629974",3316,1616,1700,35.4,43.5,39.5,3.3
Mecca,"21.40658259431066, 39.802939802351375",3464,1596,1868,41.8,37.9,39.7,2.7
Mecca,"21.407411056650915, 39.80662774208324",1388,640,748,40.3,32.2,35.9,3.8
Mecca,"21.408305469983127, 39.80829396286306",4701,2399,2302,41.3,39.4,40.4,2.6
Mecca,"21.40498982857631, 39.813766523027866",3650,1930,1720,42.0,36.5,39.4,3.5
Mecca,"21.404929395599947, 39.8157667306649",4851,2376,2475,41.1,39.9,40.5,3.4
Mecca,"21.40719897356387, 39.82019342573619",4719,2135,2584,36.3,25.5,30.4,4.4
Mecca,"21.405967408439942, 39.825311844356776",1404,672,732,33.2,25.6,29.2,3.4
Mecca,"21.40678889401639, 39.82648152833696",4649,2209,2440,41.4,31.9,36.4,4.4
Mecca,"21.407088373832806, 39.828396713846715",2018,963,1055,40.7,31.5,35.9,3.9
Mecca,"21.40747378434085, 39.83474450428251",3600,1714,1886,40.9,29.2,34.8,4.0
Mecca,"21.407270333326192, 39.83774251758709",3241,1668,1573,39.8,40.1,39.9,4.1
Mecca,"21.407550026333297, 39.83886009226531",1704,910,794,42.1,31.7,37.3,3.7
Mecca,"21.406472886330526, 39.84224730763079",4030,2137,1893,44.3,31.3,38.2,3.1
Mecca,"21.406022393142006, 39.846480662278296",4744,2477,2267,37.8,31.3,34.7,3.5
Mecca,"21.406330625267714, 39.8483803433571",1762,926,836,29.0,42.1,35.2,3.5
Mecca,"21.40637372269171, 39.85399376478557",2380,1262,1118,42.9,40.1,41.6,4.4
Mecca,"21.40616387076041, 39.855277222365736",2322,1048,1274,28.8,31.2,30.1,3.5
Mecca,"21.408358606809603, 39.85826853323255",3630,1836,1794,40.1,35.8,38.0,3.3
Mecca,"21.407993754220566, 39.861706253740145",3849,1761,2088,26.9,39.2,33.6,4.3
Mecca,"21.40505292439693, 39.86762185066062",3716,1822,1894,30.3,39.3,34.9,3.6
Mecca,"21.407913743807775, 39.87022548294246",2625,1216,1409,32.7,41.9,37.6,4.0
Mecca,"21.407012526997626, 39.8735796789893",4589,2472,2117,30.9,36.4,33.4,2.7
Mecca,"21.40598525059233, 39.87515559180808",1920,948,972,25.8,36.0,30.9,3.8
Mecca,"21.4060810589852, 39.880661362080005",2121,960,1161,29.5,38.9,34.6,2.9
Mecca,"21.40766780366767, 39.88480570192881",4584,2166,2418,38.0,29.3,33.4,2.5
Mecca,"21.40755090938165, 39.88854026116791",1998,1091,907,42.2,34.7,38.8,3.4
Mecca,"21.407068307031565, 39.88940658474277",3278,1655,1623,36.4,33.2,34.8,4.2
Mecca,"21.406978340740224, 39.89218428855602",3379,1655,1724,36.5,43.0,39.8,3.3
Mecca,"21.407293611878618, 39.895563646143096",2071,1078,993,44.6,41.1,42.9,3.0
Mecca,"21.405099540194374, 39.90138149367441",2516,1223,1293,43.5,29.7,36.4,3.6
Mecca,"21.40947024420246, 39.801050422527744",1315,717,598,27.7,42.2,34.3,4.5
Mecca,"21.410296400017327, 39.804562218817935",2011,1064,947,36.6,26.9,32.0,4.3
Mecca,"21.411380620645314, 39.80856485307517",3078,1603,1475,35.7,27.1,31.6,4.2
Mecca,"21.411273707438163, 39.810454293122135",1933,1009,924,39.4,37.9,38.7,3.6
Mecca,"21.41057079665532, 39.811438348659145",1917,951,966,36.5,26.1,31.2,3.7
Mecca,"21.41171633716398, 39.8179845098265",3036,1545,1491,26.3,44.9,35.4,2.5
Mecca,"21.409069790900617, 39.81872166428784",2836,1434,1402,26.2,32.0,29.0,4.2
Mecca,"21.41081079509146, 39.82256927208865",1605,732,873,32.1,44.1,38.6,3.1
